country,nuts_3,cases,population,deaths,datetime
GR,Cruise Ship,7,0.0,0,2021-12-11T00:00:00
GR,Mount Athos,116,1811.0,0,2021-12-11T00:00:00
GR,Kefalonia,1315,39032.0,0,2021-12-11T00:00:00
GR,Samos,1473,42859.0,0,2021-12-11T00:00:00
GR,Evrytania,1485,20081.0,0,2021-12-11T00:00:00
GR,Phocis,1575,40343.0,0,2021-12-11T00:00:00
GR,Lefkada,1662,23693.0,0,2021-12-11T00:00:00
GR,Imported (They asked to be tested),2241,0.0,0,2021-12-11T00:00:00
GR,Chios,2308,52674.0,0,2021-12-11T00:00:00
GR,Zakynthos,2708,40759.0,3,2021-12-11T00:00:00
GR,Thesprotia,2756,43587.0,2,2021-12-11T00:00:00
GR,Arta,2807,67877.0,2,2021-12-11T00:00:00
GR,Grevena,2867,31757.0,1,2021-12-11T00:00:00
GR,Preveza,2943,57491.0,0,2021-12-11T00:00:00
GR,Lasithi,3374,75381.0,0,2021-12-11T00:00:00
GR,Laconia,4017,89138.0,0,2021-12-11T00:00:00
GR,Florina,4499,51414.0,2,2021-12-11T00:00:00
GR,Kastoria,4804,50322.0,16,2021-12-11T00:00:00
GR,Arcadia,5910,86685.0,0,2021-12-11T00:00:00
GR,Argolis,6839,97044.0,0,2021-12-11T00:00:00
GR,Imported (Detected at the entry points),7132,0.0,0,2021-12-11T00:00:00
GR,Elis,7480,159300.0,2,2021-12-11T00:00:00
GR,Rhodope,7923,112039.0,3,2021-12-11T00:00:00
GR,Lesbos,8025,103698.0,13,2021-12-11T00:00:00
GR,Rethymno,8610,85609.0,0,2021-12-11T00:00:00
GR,Corfu (Kerkyra),9128,104371.0,3,2021-12-11T00:00:00
GR,Karditsa,9413,113544.0,1,2021-12-11T00:00:00
GR,Kilkis,9599,80419.0,3,2021-12-11T00:00:00
GR,Cyclades,9633,118027.0,0,2021-12-11T00:00:00
GR,Boeotia,9836,117920.0,0,2021-12-11T00:00:00
GR,Trikala,10161,131085.0,3,2021-12-11T00:00:00
GR,Chalkidiki,10372,107719.0,5,2021-12-11T00:00:00
GR,Xanthi,10478,111222.0,14,2021-12-11T00:00:00
GR,Drama,10541,98287.0,7,2021-12-11T00:00:00
GR,Corinthia,10729,145082.0,1,2021-12-11T00:00:00
GR,Messenia,10869,159954.0,0,2021-12-11T00:00:00
GR,Chania,10989,156585.0,1,2021-12-11T00:00:00
GR,Phthiotis,11023,158231.0,0,2021-12-11T00:00:00
GR,Euboea,11875,210815.0,1,2021-12-11T00:00:00
GR,Kavala,12920,138687.0,8,2021-12-11T00:00:00
GR,Ioannina,13387,167901.0,13,2021-12-11T00:00:00
GR,Dodecanese,14007,190988.0,0,2021-12-11T00:00:00
GR,Aetolia-Acarnania,14205,210802.0,2,2021-12-11T00:00:00
GR,Evros,14354,147947.0,25,2021-12-11T00:00:00
GR,Pieria,14578,126698.0,8,2021-12-11T00:00:00
GR,Imathia,15451,140611.0,5,2021-12-11T00:00:00
GR,Pella,16179,139680.0,11,2021-12-11T00:00:00
GR,Serres,16525,176430.0,19,2021-12-11T00:00:00
GR,Kozani,17814,150196.0,31,2021-12-11T00:00:00
GR,Magnesia,20465,203808.0,7,2021-12-11T00:00:00
GR,Herakleion,22375,305490.0,2,2021-12-11T00:00:00
GR,Achaea,29947,309694.0,14,2021-12-11T00:00:00
GR,Larissa,37251,284325.0,23,2021-12-11T00:00:00
GR,No Location Provided,38085,10816286.0,18372,2021-12-11T00:00:00
GR,Thessaloniki,141617,1110551.0,184,2021-12-11T00:00:00
GR,Attica,320970,3828434.0,330,2021-12-11T00:00:00
