country,nuts_3,cases,population,deaths,datetime
GR,Cruise Ship,7,0.0,0,2022-03-03T00:00:00
GR,Mount Athos,189,1811.0,0,2022-03-03T00:00:00
GR,Imported (They asked to be tested),2522,0.0,0,2022-03-03T00:00:00
GR,Evrytania,3075,20081.0,0,2022-03-03T00:00:00
GR,Phocis,4538,40343.0,0,2022-03-03T00:00:00
GR,Lefkada,5542,23693.0,0,2022-03-03T00:00:00
GR,Kefalonia,5601,39032.0,0,2022-03-03T00:00:00
GR,Grevena,5692,31757.0,1,2022-03-03T00:00:00
GR,Samos,7642,42859.0,0,2022-03-03T00:00:00
GR,Zakynthos,8160,40759.0,3,2022-03-03T00:00:00
GR,Thesprotia,8772,43587.0,2,2022-03-03T00:00:00
GR,Chios,9732,52674.0,0,2022-03-03T00:00:00
GR,Preveza,10040,57491.0,0,2022-03-03T00:00:00
GR,Imported (Detected at the entry points),10804,0.0,0,2022-03-03T00:00:00
GR,Florina,11212,51414.0,2,2022-03-03T00:00:00
GR,Arta,11438,67877.0,2,2022-03-03T00:00:00
GR,Kastoria,11507,50322.0,16,2022-03-03T00:00:00
GR,Laconia,12131,89138.0,0,2022-03-03T00:00:00
GR,Lasithi,13103,75381.0,0,2022-03-03T00:00:00
GR,Arcadia,15861,86685.0,0,2022-03-03T00:00:00
GR,Kilkis,17065,80419.0,3,2022-03-03T00:00:00
GR,Argolis,18570,97044.0,0,2022-03-03T00:00:00
GR,Rhodope,20916,112039.0,3,2022-03-03T00:00:00
GR,Drama,21055,98287.0,7,2022-03-03T00:00:00
GR,Karditsa,21648,113544.0,1,2022-03-03T00:00:00
GR,Xanthi,22300,111222.0,14,2022-03-03T00:00:00
GR,Chalkidiki,22664,107719.0,5,2022-03-03T00:00:00
GR,Rethymno,23266,85609.0,0,2022-03-03T00:00:00
GR,Elis,23556,159300.0,2,2022-03-03T00:00:00
GR,Boeotia,23702,117920.0,0,2022-03-03T00:00:00
GR,Corfu (Kerkyra),23848,104371.0,3,2022-03-03T00:00:00
GR,Lesbos,23894,103698.0,13,2022-03-03T00:00:00
GR,Phthiotis,24989,158231.0,0,2022-03-03T00:00:00
GR,Trikala,25305,131085.0,3,2022-03-03T00:00:00
GR,Cyclades,25582,118027.0,0,2022-03-03T00:00:00
GR,Pella,29313,139680.0,11,2022-03-03T00:00:00
GR,Kavala,29755,138687.0,8,2022-03-03T00:00:00
GR,Corinthia,30001,145082.0,1,2022-03-03T00:00:00
GR,Messenia,30318,159954.0,0,2022-03-03T00:00:00
GR,Imathia,30502,140611.0,5,2022-03-03T00:00:00
GR,Pieria,31630,126698.0,8,2022-03-03T00:00:00
GR,Serres,31669,176430.0,19,2022-03-03T00:00:00
GR,Evros,34868,147947.0,25,2022-03-03T00:00:00
GR,Kozani,36135,150196.0,31,2022-03-03T00:00:00
GR,Aetolia-Acarnania,36611,210802.0,2,2022-03-03T00:00:00
GR,Euboea,38252,210815.0,1,2022-03-03T00:00:00
GR,Ioannina,38443,167901.0,13,2022-03-03T00:00:00
GR,Chania,41020,156585.0,1,2022-03-03T00:00:00
GR,Magnesia,41895,203808.0,7,2022-03-03T00:00:00
GR,Dodecanese,45124,190988.0,0,2022-03-03T00:00:00
GR,Larissa,74754,284325.0,23,2022-03-03T00:00:00
GR,Herakleion,77717,305490.0,2,2022-03-03T00:00:00
GR,Achaea,78593,309694.0,14,2022-03-03T00:00:00
GR,No Location Provided,79291,10816286.0,25095,2022-03-03T00:00:00
GR,Thessaloniki,303461,1110551.0,184,2022-03-03T00:00:00
GR,Attica,834932,3828434.0,330,2022-03-03T00:00:00
