country,nuts_3,cases,population,deaths,datetime
GR,Cruise Ship,7,0.0,0,2022-05-19T00:00:00
GR,Mount Athos,243,1811.0,0,2022-05-19T00:00:00
GR,Imported (They asked to be tested),2828,0.0,0,2022-05-19T00:00:00
GR,Evrytania,4526,20081.0,0,2022-05-19T00:00:00
GR,Phocis,6996,40343.0,0,2022-05-19T00:00:00
GR,Grevena,7802,31757.0,1,2022-05-19T00:00:00
GR,Lefkada,8031,23693.0,0,2022-05-19T00:00:00
GR,Kefalonia,8971,39032.0,0,2022-05-19T00:00:00
GR,Samos,11349,42859.0,0,2022-05-19T00:00:00
GR,Zakynthos,11434,40759.0,3,2022-05-19T00:00:00
GR,Imported (Detected at the entry points),11511,0.0,0,2022-05-19T00:00:00
GR,Thesprotia,11662,43587.0,2,2022-05-19T00:00:00
GR,Kastoria,14486,50322.0,16,2022-05-19T00:00:00
GR,Preveza,14873,57491.0,0,2022-05-19T00:00:00
GR,Florina,14990,51414.0,2,2022-05-19T00:00:00
GR,Chios,15233,52674.0,0,2022-05-19T00:00:00
GR,Arta,16122,67877.0,2,2022-05-19T00:00:00
GR,Laconia,21075,89138.0,0,2022-05-19T00:00:00
GR,Lasithi,21344,75381.0,0,2022-05-19T00:00:00
GR,Kilkis,21816,80419.0,3,2022-05-19T00:00:00
GR,Arcadia,23694,86685.0,0,2022-05-19T00:00:00
GR,Rhodope,24610,112039.0,3,2022-05-19T00:00:00
GR,Drama,27148,98287.0,7,2022-05-19T00:00:00
GR,Argolis,27611,97044.0,2,2022-05-19T00:00:00
GR,Xanthi,27612,111222.0,14,2022-05-19T00:00:00
GR,Karditsa,29625,113544.0,1,2022-05-19T00:00:00
GR,Chalkidiki,30152,107719.0,5,2022-05-19T00:00:00
GR,Rethymno,31252,85609.0,0,2022-05-19T00:00:00
GR,Lesbos,31747,103698.0,13,2022-05-19T00:00:00
GR,Boeotia,33066,117920.0,0,2022-05-19T00:00:00
GR,Corfu (Kerkyra),33635,104371.0,3,2022-05-19T00:00:00
GR,Elis,35119,159300.0,2,2022-05-19T00:00:00
GR,Trikala,37406,131085.0,3,2022-05-19T00:00:00
GR,Pella,38350,139680.0,11,2022-05-19T00:00:00
GR,Pieria,39233,126698.0,8,2022-05-19T00:00:00
GR,Phthiotis,39318,158231.0,0,2022-05-19T00:00:00
GR,Kavala,39573,138687.0,8,2022-05-19T00:00:00
GR,Imathia,40303,140611.0,5,2022-05-19T00:00:00
GR,Cyclades,41665,118027.0,0,2022-05-19T00:00:00
GR,Evros,42802,147947.0,0,2022-05-19T00:00:00
GR,Corinthia,42816,145082.0,1,2022-05-19T00:00:00
GR,Serres,43413,176430.0,19,2022-05-19T00:00:00
GR,Messenia,45169,159954.0,0,2022-05-19T00:00:00
GR,Kozani,49588,150196.0,31,2022-05-19T00:00:00
GR,Ioannina,52284,167901.0,13,2022-05-19T00:00:00
GR,Aetolia-Acarnania,55005,210802.0,0,2022-05-19T00:00:00
GR,Euboea,57480,210815.0,1,2022-05-19T00:00:00
GR,Chania,57549,156585.0,1,2022-05-19T00:00:00
GR,Magnesia,60858,203808.0,7,2022-05-19T00:00:00
GR,Dodecanese,61496,190988.0,0,2022-05-19T00:00:00
GR,No Location Provided,83974,10816286.0,28858,2022-05-19T00:00:00
GR,Larissa,99355,284325.0,23,2022-05-19T00:00:00
GR,Achaea,102680,309694.0,14,2022-05-19T00:00:00
GR,Herakleion,114968,305490.0,2,2022-05-19T00:00:00
GR,Thessaloniki,399506,1110551.0,184,2022-05-19T00:00:00
GR,Attica,1185573,3828434.0,330,2022-05-19T00:00:00
