country,nuts_3,cases,population,deaths,datetime
GR,Cruise Ship,7,0.0,0,2021-10-16T00:00:00
GR,Mount Athos,52,1811.0,0,2021-10-16T00:00:00
GR,Kefalonia,854,39032.0,0,2021-10-16T00:00:00
GR,Evrytania,929,20081.0,0,2021-10-16T00:00:00
GR,Phocis,932,40343.0,0,2021-10-16T00:00:00
GR,Lefkada,1164,23693.0,0,2021-10-16T00:00:00
GR,Samos,1174,42859.0,0,2021-10-16T00:00:00
GR,Arta,1281,67877.0,2,2021-10-16T00:00:00
GR,Preveza,1637,57491.0,0,2021-10-16T00:00:00
GR,Grevena,1680,31757.0,1,2021-10-16T00:00:00
GR,Zakynthos,1821,40759.0,3,2021-10-16T00:00:00
GR,Thesprotia,1895,43587.0,2,2021-10-16T00:00:00
GR,Imported (They asked to be tested),1921,0.0,0,2021-10-16T00:00:00
GR,Chios,2088,52674.0,0,2021-10-16T00:00:00
GR,Lasithi,2354,75381.0,0,2021-10-16T00:00:00
GR,Laconia,2431,89138.0,0,2021-10-16T00:00:00
GR,Florina,2873,51414.0,2,2021-10-16T00:00:00
GR,Kastoria,3136,50322.0,16,2021-10-16T00:00:00
GR,Arcadia,3549,86685.0,0,2021-10-16T00:00:00
GR,Argolis,4540,97044.0,0,2021-10-16T00:00:00
GR,Rhodope,4616,112039.0,3,2021-10-16T00:00:00
GR,Lesbos,4931,103698.0,13,2021-10-16T00:00:00
GR,Corfu (Kerkyra),5312,104371.0,3,2021-10-16T00:00:00
GR,Trikala,5562,131085.0,3,2021-10-16T00:00:00
GR,Elis,5744,159300.0,2,2021-10-16T00:00:00
GR,Karditsa,5840,113544.0,1,2021-10-16T00:00:00
GR,Phthiotis,5899,158231.0,0,2021-10-16T00:00:00
GR,Kilkis,5928,80419.0,3,2021-10-16T00:00:00
GR,Rethymno,6446,85609.0,0,2021-10-16T00:00:00
GR,Messenia,6527,159954.0,0,2021-10-16T00:00:00
GR,Xanthi,6537,111222.0,14,2021-10-16T00:00:00
GR,Imported (Detected at the entry points),6565,0.0,0,2021-10-16T00:00:00
GR,Drama,6891,98287.0,7,2021-10-16T00:00:00
GR,Boeotia,6910,117920.0,0,2021-10-16T00:00:00
GR,Chalkidiki,7021,107719.0,5,2021-10-16T00:00:00
GR,Corinthia,7540,145082.0,1,2021-10-16T00:00:00
GR,Evros,7788,147947.0,25,2021-10-16T00:00:00
GR,Ioannina,8230,167901.0,13,2021-10-16T00:00:00
GR,Cyclades,8345,118027.0,0,2021-10-16T00:00:00
GR,Aetolia-Acarnania,8462,210802.0,2,2021-10-16T00:00:00
GR,Chania,8585,156585.0,1,2021-10-16T00:00:00
GR,Imathia,9020,140611.0,5,2021-10-16T00:00:00
GR,Euboea,9105,210815.0,1,2021-10-16T00:00:00
GR,Pieria,9258,126698.0,8,2021-10-16T00:00:00
GR,Serres,9329,176430.0,19,2021-10-16T00:00:00
GR,Kavala,9433,138687.0,8,2021-10-16T00:00:00
GR,Pella,10230,139680.0,11,2021-10-16T00:00:00
GR,Magnesia,10992,203808.0,7,2021-10-16T00:00:00
GR,Dodecanese,11017,190988.0,0,2021-10-16T00:00:00
GR,Kozani,11252,150196.0,31,2021-10-16T00:00:00
GR,Herakleion,16227,305490.0,2,2021-10-16T00:00:00
GR,Achaea,19826,309694.0,14,2021-10-16T00:00:00
GR,Larissa,22766,284325.0,23,2021-10-16T00:00:00
GR,No Location Provided,30704,10816286.0,14529,2021-10-16T00:00:00
GR,Thessaloniki,90582,1110551.0,184,2021-10-16T00:00:00
GR,Attica,246459,3828434.0,330,2021-10-16T00:00:00
