country,nuts_3,cases,population,deaths,datetime
GR,Cruise Ship,7,0.0,0,2022-04-20T00:00:00
GR,Mount Athos,223,1811.0,0,2022-04-20T00:00:00
GR,Imported (They asked to be tested),2739,0.0,0,2022-04-20T00:00:00
GR,Evrytania,4405,20081.0,0,2022-04-20T00:00:00
GR,Phocis,6605,40343.0,0,2022-04-20T00:00:00
GR,Grevena,7502,31757.0,1,2022-04-20T00:00:00
GR,Lefkada,7754,23693.0,0,2022-04-20T00:00:00
GR,Kefalonia,8431,39032.0,0,2022-04-20T00:00:00
GR,Samos,10910,42859.0,0,2022-04-20T00:00:00
GR,Zakynthos,10960,40759.0,3,2022-04-20T00:00:00
GR,Thesprotia,10981,43587.0,2,2022-04-20T00:00:00
GR,Imported (Detected at the entry points),11505,0.0,0,2022-04-20T00:00:00
GR,Preveza,13744,57491.0,0,2022-04-20T00:00:00
GR,Kastoria,13966,50322.0,16,2022-04-20T00:00:00
GR,Chios,14245,52674.0,0,2022-04-20T00:00:00
GR,Florina,14531,51414.0,2,2022-04-20T00:00:00
GR,Arta,14764,67877.0,2,2022-04-20T00:00:00
GR,Lasithi,19935,75381.0,0,2022-04-20T00:00:00
GR,Laconia,20004,89138.0,0,2022-04-20T00:00:00
GR,Kilkis,21279,80419.0,3,2022-04-20T00:00:00
GR,Arcadia,22551,86685.0,0,2022-04-20T00:00:00
GR,Rhodope,24105,112039.0,3,2022-04-20T00:00:00
GR,Argolis,25814,97044.0,2,2022-04-20T00:00:00
GR,Drama,26076,98287.0,7,2022-04-20T00:00:00
GR,Xanthi,26974,111222.0,14,2022-04-20T00:00:00
GR,Karditsa,28275,113544.0,1,2022-04-20T00:00:00
GR,Chalkidiki,29046,107719.0,5,2022-04-20T00:00:00
GR,Lesbos,30510,103698.0,13,2022-04-20T00:00:00
GR,Rethymno,30558,85609.0,0,2022-04-20T00:00:00
GR,Boeotia,31494,117920.0,0,2022-04-20T00:00:00
GR,Corfu (Kerkyra),31604,104371.0,3,2022-04-20T00:00:00
GR,Elis,33182,159300.0,2,2022-04-20T00:00:00
GR,Trikala,35632,131085.0,3,2022-04-20T00:00:00
GR,Phthiotis,36852,158231.0,0,2022-04-20T00:00:00
GR,Pella,37017,139680.0,11,2022-04-20T00:00:00
GR,Pieria,37251,126698.0,8,2022-04-20T00:00:00
GR,Kavala,37950,138687.0,8,2022-04-20T00:00:00
GR,Cyclades,38015,118027.0,0,2022-04-20T00:00:00
GR,Imathia,38421,140611.0,5,2022-04-20T00:00:00
GR,Corinthia,40411,145082.0,1,2022-04-20T00:00:00
GR,Serres,40909,176430.0,19,2022-04-20T00:00:00
GR,Evros,41430,147947.0,0,2022-04-20T00:00:00
GR,Messenia,42496,159954.0,0,2022-04-20T00:00:00
GR,Kozani,48285,150196.0,31,2022-04-20T00:00:00
GR,Ioannina,49927,167901.0,13,2022-04-20T00:00:00
GR,Aetolia-Acarnania,52412,210802.0,0,2022-04-20T00:00:00
GR,Euboea,54219,210815.0,1,2022-04-20T00:00:00
GR,Chania,55139,156585.0,1,2022-04-20T00:00:00
GR,Magnesia,58103,203808.0,7,2022-04-20T00:00:00
GR,Dodecanese,58199,190988.0,0,2022-04-20T00:00:00
GR,No Location Provided,90185,10816286.0,27987,2022-04-20T00:00:00
GR,Larissa,95045,284325.0,23,2022-04-20T00:00:00
GR,Achaea,99125,309694.0,14,2022-04-20T00:00:00
GR,Herakleion,111414,305490.0,2,2022-04-20T00:00:00
GR,Thessaloniki,384285,1110551.0,184,2022-04-20T00:00:00
GR,Attica,1122342,3828434.0,330,2022-04-20T00:00:00
