country,nuts_3,cases,population,deaths,datetime
GR,Phocis,0,40343.0,0,2020-08-12T00:00:00
GR,Cruise Ship,0,0.0,0,2020-08-12T00:00:00
GR,Chios,1,52674.0,0,2020-08-12T00:00:00
GR,Evrytania,1,20081.0,0,2020-08-12T00:00:00
GR,Rethymno,2,85609.0,0,2020-08-12T00:00:00
GR,Karditsa,2,113544.0,0,2020-08-12T00:00:00
GR,Grevena,3,31757.0,0,2020-08-12T00:00:00
GR,Lasithi,3,75381.0,0,2020-08-12T00:00:00
GR,Mount Athos,4,1811.0,0,2020-08-12T00:00:00
GR,Arta,4,67877.0,1,2020-08-12T00:00:00
GR,Laconia,4,89138.0,0,2020-08-12T00:00:00
GR,Aetolia-Acarnania,5,210802.0,0,2020-08-12T00:00:00
GR,Samos,5,42859.0,0,2020-08-12T00:00:00
GR,Preveza,6,57491.0,0,2020-08-12T00:00:00
GR,Lefkada,6,23693.0,0,2020-08-12T00:00:00
GR,Phthiotis,8,158231.0,0,2020-08-12T00:00:00
GR,Kefalonia,8,39032.0,0,2020-08-12T00:00:00
GR,Kilkis,9,80419.0,0,2020-08-12T00:00:00
GR,Zakynthos,9,40759.0,1,2020-08-12T00:00:00
GR,Ioannina,9,167901.0,0,2020-08-12T00:00:00
GR,Arcadia,9,86685.0,0,2020-08-12T00:00:00
GR,Trikala,9,131085.0,0,2020-08-12T00:00:00
GR,Chania,9,156585.0,0,2020-08-12T00:00:00
GR,Messenia,9,159954.0,0,2020-08-12T00:00:00
GR,Drama,12,98287.0,0,2020-08-12T00:00:00
GR,Florina,14,51414.0,0,2020-08-12T00:00:00
GR,Dodecanese,15,190988.0,0,2020-08-12T00:00:00
GR,Boeotia,16,117920.0,0,2020-08-12T00:00:00
GR,Thesprotia,16,43587.0,0,2020-08-12T00:00:00
GR,Corinthia,17,145082.0,0,2020-08-12T00:00:00
GR,Serres,21,176430.0,1,2020-08-12T00:00:00
GR,Pieria,24,126698.0,0,2020-08-12T00:00:00
GR,Lesbos,24,103698.0,2,2020-08-12T00:00:00
GR,Herakleion,25,305490.0,1,2020-08-12T00:00:00
GR,Imathia,30,140611.0,0,2020-08-12T00:00:00
GR,Cyclades,32,118027.0,0,2020-08-12T00:00:00
GR,Euboea,33,210815.0,0,2020-08-12T00:00:00
GR,Rhodope,37,112039.0,2,2020-08-12T00:00:00
GR,Pella,38,139680.0,2,2020-08-12T00:00:00
GR,Corfu (Kerkyra),41,104371.0,1,2020-08-12T00:00:00
GR,Magnesia,49,203808.0,0,2020-08-12T00:00:00
GR,Elis,53,159300.0,1,2020-08-12T00:00:00
GR,Achaea,59,309694.0,7,2020-08-12T00:00:00
GR,Evros,72,147947.0,12,2020-08-12T00:00:00
GR,Kavala,88,138687.0,0,2020-08-12T00:00:00
GR,Kozani,98,150196.0,16,2020-08-12T00:00:00
GR,Chalkidiki,101,107719.0,1,2020-08-12T00:00:00
GR,Kastoria,123,50322.0,14,2020-08-12T00:00:00
GR,Argolis,161,97044.0,0,2020-08-12T00:00:00
GR,Imported (They asked to be tested),193,0.0,0,2020-08-12T00:00:00
GR,Larissa,214,284325.0,3,2020-08-12T00:00:00
GR,Xanthi,319,111222.0,12,2020-08-12T00:00:00
GR,Imported (Detected at the entry points),607,0.0,0,2020-08-12T00:00:00
GR,Thessaloniki,635,1110551.0,20,2020-08-12T00:00:00
GR,No Location Provided,696,10816286.0,29,2020-08-12T00:00:00
GR,Attica,2189,3828434.0,91,2020-08-12T00:00:00
