country,nuts_3,cases,population,deaths,datetime
GR,Cruise Ship,0,0.0,0,2020-12-30T00:00:00
GR,Mount Athos,11,1811.0,0,2020-12-30T00:00:00
GR,Lefkada,50,23693.0,0,2020-12-30T00:00:00
GR,Kefalonia,69,39032.0,0,2020-12-30T00:00:00
GR,Zakynthos,92,40759.0,3,2020-12-30T00:00:00
GR,Lasithi,106,75381.0,0,2020-12-30T00:00:00
GR,Thesprotia,139,43587.0,2,2020-12-30T00:00:00
GR,Samos,176,42859.0,0,2020-12-30T00:00:00
GR,Phocis,184,40343.0,0,2020-12-30T00:00:00
GR,Preveza,193,57491.0,0,2020-12-30T00:00:00
GR,Laconia,203,89138.0,0,2020-12-30T00:00:00
GR,Rethymno,229,85609.0,0,2020-12-30T00:00:00
GR,Arta,253,67877.0,2,2020-12-30T00:00:00
GR,Evrytania,256,20081.0,0,2020-12-30T00:00:00
GR,Arcadia,343,86685.0,0,2020-12-30T00:00:00
GR,Chios,365,52674.0,0,2020-12-30T00:00:00
GR,Argolis,427,97044.0,0,2020-12-30T00:00:00
GR,Elis,467,159300.0,2,2020-12-30T00:00:00
GR,Cyclades,478,118027.0,0,2020-12-30T00:00:00
GR,Corfu (Kerkyra),479,104371.0,3,2020-12-30T00:00:00
GR,Euboea,487,210815.0,1,2020-12-30T00:00:00
GR,Dodecanese,601,190988.0,0,2020-12-30T00:00:00
GR,Imported (They asked to be tested),645,0.0,0,2020-12-30T00:00:00
GR,Chania,649,156585.0,1,2020-12-30T00:00:00
GR,Corinthia,661,145082.0,1,2020-12-30T00:00:00
GR,Grevena,668,31757.0,1,2020-12-30T00:00:00
GR,Messenia,677,159954.0,0,2020-12-30T00:00:00
GR,Boeotia,750,117920.0,0,2020-12-30T00:00:00
GR,Phthiotis,772,158231.0,0,2020-12-30T00:00:00
GR,Kastoria,804,50322.0,16,2020-12-30T00:00:00
GR,Aetolia-Acarnania,979,210802.0,2,2020-12-30T00:00:00
GR,Florina,1090,51414.0,2,2020-12-30T00:00:00
GR,Herakleion,1215,305490.0,2,2020-12-30T00:00:00
GR,Ioannina,1458,167901.0,13,2020-12-30T00:00:00
GR,Achaea,1558,309694.0,14,2020-12-30T00:00:00
GR,Trikala,1617,131085.0,3,2020-12-30T00:00:00
GR,Lesbos,1746,103698.0,13,2020-12-30T00:00:00
GR,Chalkidiki,1866,107719.0,5,2020-12-30T00:00:00
GR,Karditsa,1892,113544.0,1,2020-12-30T00:00:00
GR,Kilkis,2008,80419.0,3,2020-12-30T00:00:00
GR,Rhodope,2050,112039.0,3,2020-12-30T00:00:00
GR,Kavala,2260,138687.0,8,2020-12-30T00:00:00
GR,Evros,2380,147947.0,25,2020-12-30T00:00:00
GR,Xanthi,2435,111222.0,14,2020-12-30T00:00:00
GR,Kozani,2576,150196.0,31,2020-12-30T00:00:00
GR,Magnesia,2917,203808.0,7,2020-12-30T00:00:00
GR,Drama,2936,98287.0,7,2020-12-30T00:00:00
GR,Imathia,2980,140611.0,5,2020-12-30T00:00:00
GR,No Location Provided,2985,10816286.0,4023,2020-12-30T00:00:00
GR,Pieria,3231,126698.0,8,2020-12-30T00:00:00
GR,Serres,3724,176430.0,19,2020-12-30T00:00:00
GR,Imported (Detected at the entry points),3895,0.0,0,2020-12-30T00:00:00
GR,Pella,4225,139680.0,11,2020-12-30T00:00:00
GR,Larissa,6037,284325.0,23,2020-12-30T00:00:00
GR,Thessaloniki,29850,1110551.0,184,2020-12-30T00:00:00
GR,Attica,36774,3828434.0,330,2020-12-30T00:00:00
