country,nuts_3,cases,population,deaths,datetime
GR,Cruise Ship,7,0.0,0,2021-09-23T00:00:00
GR,Mount Athos,45,1811.0,0,2021-09-23T00:00:00
GR,Kefalonia,802,39032.0,0,2021-09-23T00:00:00
GR,Evrytania,884,20081.0,0,2021-09-23T00:00:00
GR,Phocis,913,40343.0,0,2021-09-23T00:00:00
GR,Lefkada,1084,23693.0,0,2021-09-23T00:00:00
GR,Samos,1139,42859.0,0,2021-09-23T00:00:00
GR,Arta,1251,67877.0,2,2021-09-23T00:00:00
GR,Preveza,1579,57491.0,0,2021-09-23T00:00:00
GR,Grevena,1580,31757.0,1,2021-09-23T00:00:00
GR,Zakynthos,1651,40759.0,3,2021-09-23T00:00:00
GR,Thesprotia,1784,43587.0,2,2021-09-23T00:00:00
GR,Imported (They asked to be tested),1790,0.0,0,2021-09-23T00:00:00
GR,Chios,2031,52674.0,0,2021-09-23T00:00:00
GR,Lasithi,2185,75381.0,0,2021-09-23T00:00:00
GR,Laconia,2258,89138.0,0,2021-09-23T00:00:00
GR,Florina,2697,51414.0,2,2021-09-23T00:00:00
GR,Kastoria,2699,50322.0,16,2021-09-23T00:00:00
GR,Arcadia,3252,86685.0,0,2021-09-23T00:00:00
GR,Rhodope,4118,112039.0,3,2021-09-23T00:00:00
GR,Argolis,4137,97044.0,0,2021-09-23T00:00:00
GR,Lesbos,4775,103698.0,13,2021-09-23T00:00:00
GR,Trikala,4799,131085.0,3,2021-09-23T00:00:00
GR,Corfu (Kerkyra),4826,104371.0,3,2021-09-23T00:00:00
GR,Phthiotis,5191,158231.0,0,2021-09-23T00:00:00
GR,Karditsa,5217,113544.0,1,2021-09-23T00:00:00
GR,Kilkis,5236,80419.0,3,2021-09-23T00:00:00
GR,Xanthi,5269,111222.0,14,2021-09-23T00:00:00
GR,Elis,5485,159300.0,2,2021-09-23T00:00:00
GR,Drama,5534,98287.0,7,2021-09-23T00:00:00
GR,Messenia,5604,159954.0,0,2021-09-23T00:00:00
GR,Rethymno,6215,85609.0,0,2021-09-23T00:00:00
GR,Chalkidiki,6319,107719.0,5,2021-09-23T00:00:00
GR,Boeotia,6364,117920.0,0,2021-09-23T00:00:00
GR,Imported (Detected at the entry points),6402,0.0,0,2021-09-23T00:00:00
GR,Evros,6837,147947.0,25,2021-09-23T00:00:00
GR,Corinthia,7200,145082.0,1,2021-09-23T00:00:00
GR,Ioannina,7521,167901.0,13,2021-09-23T00:00:00
GR,Imathia,7603,140611.0,5,2021-09-23T00:00:00
GR,Aetolia-Acarnania,7781,210802.0,2,2021-09-23T00:00:00
GR,Pieria,7870,126698.0,8,2021-09-23T00:00:00
GR,Cyclades,7950,118027.0,0,2021-09-23T00:00:00
GR,Chania,8215,156585.0,1,2021-09-23T00:00:00
GR,Kavala,8222,138687.0,8,2021-09-23T00:00:00
GR,Serres,8268,176430.0,19,2021-09-23T00:00:00
GR,Euboea,8575,210815.0,1,2021-09-23T00:00:00
GR,Pella,8956,139680.0,11,2021-09-23T00:00:00
GR,Magnesia,9635,203808.0,7,2021-09-23T00:00:00
GR,Dodecanese,10398,190988.0,0,2021-09-23T00:00:00
GR,Kozani,10478,150196.0,31,2021-09-23T00:00:00
GR,Herakleion,15406,305490.0,2,2021-09-23T00:00:00
GR,Achaea,18597,309694.0,14,2021-09-23T00:00:00
GR,Larissa,19577,284325.0,23,2021-09-23T00:00:00
GR,No Location Provided,28284,10816286.0,13802,2021-09-23T00:00:00
GR,Thessaloniki,82701,1110551.0,184,2021-09-23T00:00:00
GR,Attica,235826,3828434.0,330,2021-09-23T00:00:00
