country,nuts_3,cases,population,deaths,datetime
GR,Cruise Ship,0,0.0,0,2021-01-25T00:00:00
GR,Mount Athos,11,1811.0,0,2021-01-25T00:00:00
GR,Lefkada,50,23693.0,0,2021-01-25T00:00:00
GR,Kefalonia,70,39032.0,0,2021-01-25T00:00:00
GR,Zakynthos,112,40759.0,3,2021-01-25T00:00:00
GR,Thesprotia,145,43587.0,2,2021-01-25T00:00:00
GR,Samos,177,42859.0,0,2021-01-25T00:00:00
GR,Phocis,191,40343.0,0,2021-01-25T00:00:00
GR,Lasithi,196,75381.0,0,2021-01-25T00:00:00
GR,Preveza,235,57491.0,0,2021-01-25T00:00:00
GR,Evrytania,261,20081.0,0,2021-01-25T00:00:00
GR,Arta,264,67877.0,2,2021-01-25T00:00:00
GR,Rethymno,275,85609.0,0,2021-01-25T00:00:00
GR,Laconia,369,89138.0,0,2021-01-25T00:00:00
GR,Chios,373,52674.0,0,2021-01-25T00:00:00
GR,Arcadia,419,86685.0,0,2021-01-25T00:00:00
GR,Elis,490,159300.0,2,2021-01-25T00:00:00
GR,Corfu (Kerkyra),506,104371.0,3,2021-01-25T00:00:00
GR,Cyclades,534,118027.0,0,2021-01-25T00:00:00
GR,Argolis,543,97044.0,0,2021-01-25T00:00:00
GR,Dodecanese,671,190988.0,0,2021-01-25T00:00:00
GR,Grevena,679,31757.0,1,2021-01-25T00:00:00
GR,Chania,712,156585.0,1,2021-01-25T00:00:00
GR,Messenia,733,159954.0,0,2021-01-25T00:00:00
GR,Euboea,756,210815.0,1,2021-01-25T00:00:00
GR,Imported (They asked to be tested),767,0.0,0,2021-01-25T00:00:00
GR,Corinthia,787,145082.0,1,2021-01-25T00:00:00
GR,Kastoria,822,50322.0,16,2021-01-25T00:00:00
GR,Phthiotis,913,158231.0,0,2021-01-25T00:00:00
GR,Boeotia,1080,117920.0,0,2021-01-25T00:00:00
GR,Florina,1157,51414.0,2,2021-01-25T00:00:00
GR,Aetolia-Acarnania,1161,210802.0,2,2021-01-25T00:00:00
GR,Herakleion,1300,305490.0,2,2021-01-25T00:00:00
GR,Ioannina,1552,167901.0,13,2021-01-25T00:00:00
GR,Trikala,1763,131085.0,3,2021-01-25T00:00:00
GR,Achaea,1943,309694.0,14,2021-01-25T00:00:00
GR,Lesbos,1948,103698.0,13,2021-01-25T00:00:00
GR,Chalkidiki,2029,107719.0,5,2021-01-25T00:00:00
GR,Karditsa,2034,113544.0,1,2021-01-25T00:00:00
GR,Kilkis,2155,80419.0,3,2021-01-25T00:00:00
GR,Rhodope,2325,112039.0,3,2021-01-25T00:00:00
GR,Kavala,2413,138687.0,8,2021-01-25T00:00:00
GR,Xanthi,2612,111222.0,14,2021-01-25T00:00:00
GR,Evros,2652,147947.0,25,2021-01-25T00:00:00
GR,No Location Provided,2940,10816286.0,4906,2021-01-25T00:00:00
GR,Drama,2985,98287.0,7,2021-01-25T00:00:00
GR,Kozani,3007,150196.0,31,2021-01-25T00:00:00
GR,Magnesia,3194,203808.0,7,2021-01-25T00:00:00
GR,Imathia,3195,140611.0,5,2021-01-25T00:00:00
GR,Pieria,3496,126698.0,8,2021-01-25T00:00:00
GR,Serres,4038,176430.0,19,2021-01-25T00:00:00
GR,Imported (Detected at the entry points),4213,0.0,0,2021-01-25T00:00:00
GR,Pella,4299,139680.0,11,2021-01-25T00:00:00
GR,Larissa,6543,284325.0,23,2021-01-25T00:00:00
GR,Thessaloniki,31640,1110551.0,184,2021-01-25T00:00:00
GR,Attica,42677,3828434.0,330,2021-01-25T00:00:00
