country,nuts_3,cases,population,deaths,datetime
GR,Cruise Ship,7,0.0,0,2021-03-21T00:00:00
GR,Mount Athos,12,1811.0,0,2021-03-21T00:00:00
GR,Kefalonia,174,39032.0,0,2021-03-21T00:00:00
GR,Lefkada,202,23693.0,0,2021-03-21T00:00:00
GR,Samos,349,42859.0,0,2021-03-21T00:00:00
GR,Zakynthos,359,40759.0,3,2021-03-21T00:00:00
GR,Phocis,371,40343.0,0,2021-03-21T00:00:00
GR,Preveza,375,57491.0,0,2021-03-21T00:00:00
GR,Evrytania,388,20081.0,0,2021-03-21T00:00:00
GR,Lasithi,404,75381.0,0,2021-03-21T00:00:00
GR,Thesprotia,461,43587.0,2,2021-03-21T00:00:00
GR,Arta,524,67877.0,2,2021-03-21T00:00:00
GR,Chios,593,52674.0,0,2021-03-21T00:00:00
GR,Laconia,598,89138.0,0,2021-03-21T00:00:00
GR,Corfu (Kerkyra),705,104371.0,3,2021-03-21T00:00:00
GR,Grevena,788,31757.0,1,2021-03-21T00:00:00
GR,Imported (They asked to be tested),894,0.0,0,2021-03-21T00:00:00
GR,Cyclades,976,118027.0,0,2021-03-21T00:00:00
GR,Rethymno,985,85609.0,0,2021-03-21T00:00:00
GR,Arcadia,1012,86685.0,0,2021-03-21T00:00:00
GR,Kastoria,1062,50322.0,16,2021-03-21T00:00:00
GR,Messenia,1063,159954.0,0,2021-03-21T00:00:00
GR,Chania,1221,156585.0,1,2021-03-21T00:00:00
GR,Florina,1231,51414.0,2,2021-03-21T00:00:00
GR,Elis,1238,159300.0,2,2021-03-21T00:00:00
GR,Argolis,1394,97044.0,0,2021-03-21T00:00:00
GR,Dodecanese,1402,190988.0,0,2021-03-21T00:00:00
GR,Phthiotis,1918,158231.0,0,2021-03-21T00:00:00
GR,Boeotia,2059,117920.0,0,2021-03-21T00:00:00
GR,Corinthia,2093,145082.0,1,2021-03-21T00:00:00
GR,Aetolia-Acarnania,2100,210802.0,2,2021-03-21T00:00:00
GR,Trikala,2144,131085.0,3,2021-03-21T00:00:00
GR,Lesbos,2372,103698.0,13,2021-03-21T00:00:00
GR,Rhodope,2433,112039.0,3,2021-03-21T00:00:00
GR,Ioannina,2441,167901.0,13,2021-03-21T00:00:00
GR,Kilkis,2467,80419.0,3,2021-03-21T00:00:00
GR,Karditsa,2545,113544.0,1,2021-03-21T00:00:00
GR,Euboea,2662,210815.0,1,2021-03-21T00:00:00
GR,Xanthi,2779,111222.0,14,2021-03-21T00:00:00
GR,Herakleion,2859,305490.0,2,2021-03-21T00:00:00
GR,Kavala,3018,138687.0,8,2021-03-21T00:00:00
GR,Evros,3101,147947.0,25,2021-03-21T00:00:00
GR,Drama,3131,98287.0,7,2021-03-21T00:00:00
GR,Chalkidiki,3142,107719.0,5,2021-03-21T00:00:00
GR,Imathia,3863,140611.0,5,2021-03-21T00:00:00
GR,Kozani,4022,150196.0,31,2021-03-21T00:00:00
GR,Magnesia,4031,203808.0,7,2021-03-21T00:00:00
GR,Pieria,4207,126698.0,8,2021-03-21T00:00:00
GR,Serres,4585,176430.0,19,2021-03-21T00:00:00
GR,No Location Provided,4712,10816286.0,6697,2021-03-21T00:00:00
GR,Imported (Detected at the entry points),4738,0.0,0,2021-03-21T00:00:00
GR,Pella,4835,139680.0,11,2021-03-21T00:00:00
GR,Achaea,6448,309694.0,14,2021-03-21T00:00:00
GR,Larissa,9008,284325.0,23,2021-03-21T00:00:00
GR,Thessaloniki,40474,1110551.0,184,2021-03-21T00:00:00
GR,Attica,84150,3828434.0,330,2021-03-21T00:00:00
