country,nuts_3,cases,population,deaths,datetime
GR,Cruise Ship,7,0.0,0,2021-05-04T00:00:00
GR,Mount Athos,43,1811.0,0,2021-05-04T00:00:00
GR,Lefkada,243,23693.0,0,2021-05-04T00:00:00
GR,Kefalonia,278,39032.0,0,2021-05-04T00:00:00
GR,Phocis,477,40343.0,0,2021-05-04T00:00:00
GR,Samos,487,42859.0,0,2021-05-04T00:00:00
GR,Preveza,502,57491.0,0,2021-05-04T00:00:00
GR,Evrytania,596,20081.0,0,2021-05-04T00:00:00
GR,Thesprotia,616,43587.0,2,2021-05-04T00:00:00
GR,Lasithi,632,75381.0,0,2021-05-04T00:00:00
GR,Arta,652,67877.0,2,2021-05-04T00:00:00
GR,Zakynthos,657,40759.0,3,2021-05-04T00:00:00
GR,Laconia,843,89138.0,0,2021-05-04T00:00:00
GR,Chios,845,52674.0,0,2021-05-04T00:00:00
GR,Imported (They asked to be tested),967,0.0,0,2021-05-04T00:00:00
GR,Corfu (Kerkyra),1036,104371.0,3,2021-05-04T00:00:00
GR,Grevena,1079,31757.0,1,2021-05-04T00:00:00
GR,Cyclades,1321,118027.0,0,2021-05-04T00:00:00
GR,Messenia,1386,159954.0,0,2021-05-04T00:00:00
GR,Florina,1467,51414.0,2,2021-05-04T00:00:00
GR,Rethymno,1636,85609.0,0,2021-05-04T00:00:00
GR,Kastoria,1669,50322.0,16,2021-05-04T00:00:00
GR,Arcadia,1701,86685.0,0,2021-05-04T00:00:00
GR,Argolis,2030,97044.0,0,2021-05-04T00:00:00
GR,Chania,2095,156585.0,1,2021-05-04T00:00:00
GR,Elis,2140,159300.0,2,2021-05-04T00:00:00
GR,Lesbos,2651,103698.0,13,2021-05-04T00:00:00
GR,Trikala,2738,131085.0,3,2021-05-04T00:00:00
GR,Dodecanese,2784,190988.0,0,2021-05-04T00:00:00
GR,Phthiotis,2849,158231.0,0,2021-05-04T00:00:00
GR,Aetolia-Acarnania,2954,210802.0,2,2021-05-04T00:00:00
GR,Rhodope,2960,112039.0,3,2021-05-04T00:00:00
GR,Corinthia,3336,145082.0,1,2021-05-04T00:00:00
GR,Karditsa,3404,113544.0,1,2021-05-04T00:00:00
GR,Xanthi,3414,111222.0,14,2021-05-04T00:00:00
GR,Boeotia,3460,117920.0,0,2021-05-04T00:00:00
GR,Drama,3606,98287.0,7,2021-05-04T00:00:00
GR,Kilkis,3628,80419.0,3,2021-05-04T00:00:00
GR,Ioannina,3732,167901.0,13,2021-05-04T00:00:00
GR,Evros,3863,147947.0,25,2021-05-04T00:00:00
GR,Chalkidiki,3903,107719.0,5,2021-05-04T00:00:00
GR,Euboea,4169,210815.0,1,2021-05-04T00:00:00
GR,Kavala,4387,138687.0,8,2021-05-04T00:00:00
GR,Imathia,4741,140611.0,5,2021-05-04T00:00:00
GR,Pieria,4779,126698.0,8,2021-05-04T00:00:00
GR,Herakleion,4854,305490.0,2,2021-05-04T00:00:00
GR,Imported (Detected at the entry points),5162,0.0,0,2021-05-04T00:00:00
GR,Magnesia,5551,203808.0,7,2021-05-04T00:00:00
GR,Serres,6128,176430.0,19,2021-05-04T00:00:00
GR,Kozani,6451,150196.0,31,2021-05-04T00:00:00
GR,Pella,6455,139680.0,11,2021-05-04T00:00:00
GR,No Location Provided,7650,10816286.0,9903,2021-05-04T00:00:00
GR,Achaea,10048,309694.0,14,2021-05-04T00:00:00
GR,Larissa,12343,284325.0,23,2021-05-04T00:00:00
GR,Thessaloniki,55383,1110551.0,184,2021-05-04T00:00:00
GR,Attica,137148,3828434.0,330,2021-05-04T00:00:00
