country,nuts_3,cases,population,deaths,datetime
GR,Cruise Ship,7,0.0,0,2021-08-28T00:00:00
GR,Mount Athos,45,1811.0,0,2021-08-28T00:00:00
GR,Kefalonia,639,39032.0,0,2021-08-28T00:00:00
GR,Evrytania,765,20081.0,0,2021-08-28T00:00:00
GR,Phocis,847,40343.0,0,2021-08-28T00:00:00
GR,Lefkada,856,23693.0,0,2021-08-28T00:00:00
GR,Samos,928,42859.0,0,2021-08-28T00:00:00
GR,Arta,1104,67877.0,2,2021-08-28T00:00:00
GR,Preveza,1357,57491.0,0,2021-08-28T00:00:00
GR,Zakynthos,1471,40759.0,3,2021-08-28T00:00:00
GR,Thesprotia,1487,43587.0,2,2021-08-28T00:00:00
GR,Grevena,1493,31757.0,1,2021-08-28T00:00:00
GR,Imported (They asked to be tested),1613,0.0,0,2021-08-28T00:00:00
GR,Chios,1760,52674.0,0,2021-08-28T00:00:00
GR,Lasithi,1864,75381.0,0,2021-08-28T00:00:00
GR,Laconia,1872,89138.0,0,2021-08-28T00:00:00
GR,Kastoria,2141,50322.0,16,2021-08-28T00:00:00
GR,Florina,2503,51414.0,2,2021-08-28T00:00:00
GR,Arcadia,2802,86685.0,0,2021-08-28T00:00:00
GR,Argolis,3365,97044.0,0,2021-08-28T00:00:00
GR,Rhodope,3554,112039.0,3,2021-08-28T00:00:00
GR,Corfu (Kerkyra),3818,104371.0,3,2021-08-28T00:00:00
GR,Trikala,4155,131085.0,3,2021-08-28T00:00:00
GR,Xanthi,4353,111222.0,14,2021-08-28T00:00:00
GR,Lesbos,4370,103698.0,13,2021-08-28T00:00:00
GR,Messenia,4429,159954.0,0,2021-08-28T00:00:00
GR,Phthiotis,4588,158231.0,0,2021-08-28T00:00:00
GR,Drama,4611,98287.0,7,2021-08-28T00:00:00
GR,Elis,4614,159300.0,2,2021-08-28T00:00:00
GR,Kilkis,4623,80419.0,3,2021-08-28T00:00:00
GR,Karditsa,4731,113544.0,1,2021-08-28T00:00:00
GR,Chalkidiki,5482,107719.0,5,2021-08-28T00:00:00
GR,Boeotia,5659,117920.0,0,2021-08-28T00:00:00
GR,Rethymno,5724,85609.0,0,2021-08-28T00:00:00
GR,Evros,5948,147947.0,25,2021-08-28T00:00:00
GR,Imported (Detected at the entry points),6065,0.0,0,2021-08-28T00:00:00
GR,Imathia,6192,140611.0,5,2021-08-28T00:00:00
GR,Corinthia,6319,145082.0,1,2021-08-28T00:00:00
GR,Pieria,6543,126698.0,8,2021-08-28T00:00:00
GR,Ioannina,6668,167901.0,13,2021-08-28T00:00:00
GR,Cyclades,6801,118027.0,0,2021-08-28T00:00:00
GR,Aetolia-Acarnania,6878,210802.0,2,2021-08-28T00:00:00
GR,Kavala,6919,138687.0,8,2021-08-28T00:00:00
GR,Chania,7466,156585.0,1,2021-08-28T00:00:00
GR,Serres,7538,176430.0,19,2021-08-28T00:00:00
GR,Pella,7770,139680.0,11,2021-08-28T00:00:00
GR,Euboea,7912,210815.0,1,2021-08-28T00:00:00
GR,Dodecanese,8794,190988.0,0,2021-08-28T00:00:00
GR,Magnesia,8863,203808.0,7,2021-08-28T00:00:00
GR,Kozani,9476,150196.0,31,2021-08-28T00:00:00
GR,Herakleion,13963,305490.0,2,2021-08-28T00:00:00
GR,Achaea,16438,309694.0,14,2021-08-28T00:00:00
GR,Larissa,17569,284325.0,23,2021-08-28T00:00:00
GR,No Location Provided,23623,10816286.0,12806,2021-08-28T00:00:00
GR,Thessaloniki,75199,1110551.0,184,2021-08-28T00:00:00
GR,Attica,223160,3828434.0,330,2021-08-28T00:00:00
