country,nuts_3,cases,datetime
England,Rutland,6,2020-04-03T00:00:00
England,Isle of Wight,19,2020-04-03T00:00:00
England,"Kingston upon Hull, City of",21,2020-04-03T00:00:00
England,Hartlepool,23,2020-04-03T00:00:00
England,North Lincolnshire,29,2020-04-03T00:00:00
England,North East Lincolnshire,29,2020-04-03T00:00:00
England,Darlington,32,2020-04-03T00:00:00
England,Bracknell Forest,36,2020-04-03T00:00:00
England,Blackpool,41,2020-04-03T00:00:00
England,Blackburn with Darwen,43,2020-04-03T00:00:00
England,Swindon,44,2020-04-03T00:00:00
England,Peterborough,48,2020-04-03T00:00:00
England,Torbay,51,2020-04-03T00:00:00
England,Halton,51,2020-04-03T00:00:00
England,"Herefordshire, County of",51,2020-04-03T00:00:00
England,Bath and North East Somerset,52,2020-04-03T00:00:00
England,South Tyneside,56,2020-04-03T00:00:00
England,York,57,2020-04-03T00:00:00
England,North Somerset,58,2020-04-03T00:00:00
England,Telford and Wrekin,62,2020-04-03T00:00:00
England,Redcar and Cleveland,64,2020-04-03T00:00:00
England,Reading,67,2020-04-03T00:00:00
England,Wokingham,69,2020-04-03T00:00:00
England,Calderdale,69,2020-04-03T00:00:00
England,West Berkshire,69,2020-04-03T00:00:00
England,Plymouth,71,2020-04-03T00:00:00
England,Brighton and Hove,71,2020-04-03T00:00:00
England,East Riding of Yorkshire,72,2020-04-03T00:00:00
England,Somerset,72,2020-04-03T00:00:00
England,"Bournemouth, Christchurch and Poole",74,2020-04-03T00:00:00
England,Bedford,74,2020-04-03T00:00:00
England,Stoke-on-Trent,76,2020-04-03T00:00:00
England,Windsor and Maidenhead,76,2020-04-03T00:00:00
England,Southend-on-Sea,76,2020-04-03T00:00:00
England,Stockton-on-Tees,77,2020-04-03T00:00:00
England,Dorset,80,2020-04-03T00:00:00
England,Bolton,80,2020-04-03T00:00:00
England,Warrington,82,2020-04-03T00:00:00
England,Thurrock,83,2020-04-03T00:00:00
England,Portsmouth,85,2020-04-03T00:00:00
England,Knowsley,89,2020-04-03T00:00:00
England,Middlesbrough,92,2020-04-03T00:00:00
England,Central Bedfordshire,99,2020-04-03T00:00:00
England,Bury,102,2020-04-03T00:00:00
England,South Gloucestershire,104,2020-04-03T00:00:00
England,Wakefield,105,2020-04-03T00:00:00
England,Gateshead,108,2020-04-03T00:00:00
England,Tameside,109,2020-04-03T00:00:00
England,Wigan,110,2020-04-03T00:00:00
England,Wiltshire,110,2020-04-03T00:00:00
England,Cheshire East,111,2020-04-03T00:00:00
England,Luton,116,2020-04-03T00:00:00
England,Cheshire West and Chester,116,2020-04-03T00:00:00
England,Doncaster,116,2020-04-03T00:00:00
England,Medway,116,2020-04-03T00:00:00
England,Slough,117,2020-04-03T00:00:00
England,Shropshire,120,2020-04-03T00:00:00
England,St. Helens,122,2020-04-03T00:00:00
England,Cornwall and Isles of Scilly,125,2020-04-03T00:00:00
England,Rochdale,126,2020-04-03T00:00:00
England,Southampton,128,2020-04-03T00:00:00
England,East Sussex,129,2020-04-03T00:00:00
England,Wirral,130,2020-04-03T00:00:00
England,North Tyneside,133,2020-04-03T00:00:00
England,Bradford,135,2020-04-03T00:00:00
England,Trafford,139,2020-04-03T00:00:00
England,Kingston upon Thames,140,2020-04-03T00:00:00
England,Milton Keynes,141,2020-04-03T00:00:00
England,Kirklees,142,2020-04-03T00:00:00
England,Sefton,142,2020-04-03T00:00:00
England,Northumberland,142,2020-04-03T00:00:00
England,Oldham,149,2020-04-03T00:00:00
