country,cases,deaths,datetime
LI,3022,58,2021-06-07T00:00:00
IS,6604,30,2021-06-07T00:00:00
MT,30571,419,2021-06-07T00:00:00
LU,70182,818,2021-06-07T00:00:00
CY,72779,363,2021-06-07T00:00:00
FI,93226,959,2021-06-07T00:00:00
NO,126169,785,2021-06-07T00:00:00
EE,130156,1264,2021-06-07T00:00:00
LV,134812,2413,2021-06-07T00:00:00
SI,255375,4707,2021-06-07T00:00:00
IE,263647,4941,2021-06-07T00:00:00
LT,276543,4309,2021-06-07T00:00:00
DK,286489,2518,2021-06-07T00:00:00
HR,357565,8086,2021-06-07T00:00:00
GR,409368,12277,2021-06-07T00:00:00
BG,419473,17820,2021-06-07T00:00:00
AT,642784,10376,2021-06-07T00:00:00
SK,776041,12404,2021-06-07T00:00:00
HU,806089,29866,2021-06-07T00:00:00
PT,852646,17034,2021-06-07T00:00:00
BE,1070708,25033,2021-06-07T00:00:00
SE,1078062,14523,2021-06-07T00:00:00
RO,1078863,30815,2021-06-07T00:00:00
NL,1660905,17656,2021-06-07T00:00:00
CZ,1663607,30164,2021-06-07T00:00:00
PL,2875136,74152,2021-06-07T00:00:00
ES,3697987,80196,2021-06-07T00:00:00
DE,3701484,89244,2021-06-07T00:00:00
IT,4232428,126523,2021-06-07T00:00:00
FR,5712753,110027,2021-06-07T00:00:00
