country,cases,deaths,datetime
LI,3140,59,2021-08-13T00:00:00
IS,9246,30,2021-08-13T00:00:00
MT,35091,429,2021-08-13T00:00:00
LU,74545,827,2021-08-13T00:00:00
CY,107887,454,2021-08-13T00:00:00
FI,115305,997,2021-08-13T00:00:00
EE,136500,1279,2021-08-13T00:00:00
LV,139814,2561,2021-08-13T00:00:00
NO,142585,807,2021-08-13T00:00:00
SI,261068,4764,2021-08-13T00:00:00
LT,288747,4440,2021-08-13T00:00:00
IE,318937,5059,2021-08-13T00:00:00
DK,327972,2555,2021-08-13T00:00:00
HR,366049,8278,2021-08-13T00:00:00
BG,431292,18321,2021-08-13T00:00:00
GR,528474,13158,2021-08-13T00:00:00
AT,661448,10552,2021-08-13T00:00:00
SK,779951,12544,2021-08-13T00:00:00
HU,810316,30038,2021-08-13T00:00:00
PT,995949,17525,2021-08-13T00:00:00
RO,1086109,34334,2021-08-13T00:00:00
SE,1109112,14658,2021-08-13T00:00:00
BE,1147760,25285,2021-08-13T00:00:00
CZ,1675868,30372,2021-08-13T00:00:00
NL,1894667,17894,2021-08-13T00:00:00
PL,2884780,75291,2021-08-13T00:00:00
DE,3810641,91853,2021-08-13T00:00:00
IT,4420429,128334,2021-08-13T00:00:00
ES,4677883,82407,2021-08-13T00:00:00
FR,6398983,112533,2021-08-13T00:00:00
