country,cases,deaths,datetime
LI,17133,84,2022-04-27T00:00:00
MT,91032,693,2022-04-27T00:00:00
IS,185353,119,2022-04-27T00:00:00
LU,235864,1062,2022-04-27T00:00:00
CY,464204,988,2022-04-27T00:00:00
EE,570931,2533,2022-04-27T00:00:00
LV,818030,5740,2022-04-27T00:00:00
FI,1000472,3638,2022-04-27T00:00:00
SI,1006377,6585,2022-04-27T00:00:00
LT,1056496,9080,2022-04-27T00:00:00
HR,1118526,15801,2022-04-27T00:00:00
BG,1153129,36854,2022-04-27T00:00:00
NO,1424179,2871,2022-04-27T00:00:00
IE,1514035,7028,2022-04-27T00:00:00
HU,1897897,46162,2022-04-27T00:00:00
SE,2498388,18656,2022-04-27T00:00:00
SK,2522671,19862,2022-04-27T00:00:00
RO,2888639,65428,2022-04-27T00:00:00
DK,3011658,5581,2022-04-27T00:00:00
GR,3290895,28496,2022-04-27T00:00:00
PT,3800229,22176,2022-04-27T00:00:00
CZ,3900444,40114,2022-04-27T00:00:00
BE,4036113,31382,2022-04-27T00:00:00
AT,4161125,19486,2022-04-27T00:00:00
PL,5905658,115977,2022-04-27T00:00:00
NL,8042469,22234,2022-04-27T00:00:00
ES,11857249,103604,2022-04-27T00:00:00
IT,16191323,162927,2022-04-27T00:00:00
DE,24477936,134829,2022-04-27T00:00:00
FR,28415413,145427,2022-04-27T00:00:00
