country,cases,deaths,datetime
RO,108690,4312,2020-09-18T00:00:00
LI,111,1,2020-09-18T00:00:00
NO,12499,266,2020-09-18T00:00:00
HR,14279,238,2020-09-18T00:00:00
GR,14400,325,2020-09-18T00:00:00
LV,1494,36,2020-09-18T00:00:00
CY,1558,22,2020-09-18T00:00:00
HU,16111,669,2020-09-18T00:00:00
BG,18544,744,2020-09-18T00:00:00
DK,21393,635,2020-09-18T00:00:00
IS,2206,10,2020-09-18T00:00:00
MT,2595,16,2020-09-18T00:00:00
DE,267773,9378,2020-09-18T00:00:00
Total,2759394,185533,2020-09-18T00:00:00
EE,2778,64,2020-09-18T00:00:00
IT,293025,35658,2020-09-18T00:00:00
IE,32023,1789,2020-09-18T00:00:00
LT,3504,87,2020-09-18T00:00:00
AT,36370,758,2020-09-18T00:00:00
GB,381614,41705,2020-09-18T00:00:00
SI,4058,131,2020-09-18T00:00:00
FR,415481,31095,2020-09-18T00:00:00
CZ,44155,489,2020-09-18T00:00:00
SK,6021,39,2020-09-18T00:00:00
ES,625651,30405,2020-09-18T00:00:00
PT,66396,1888,2020-09-18T00:00:00
LU,7541,124,2020-09-18T00:00:00
PL,76571,2253,2020-09-18T00:00:00
SE,87885,5864,2020-09-18T00:00:00
NL,87987,6257,2020-09-18T00:00:00
FI,8799,339,2020-09-18T00:00:00
BE,97882,9936,2020-09-18T00:00:00
