country,cases,deaths,datetime
LI,56,0,2020-03-27T00:00:00
MT,134,0,2020-03-27T00:00:00
CY,146,3,2020-03-27T00:00:00
SK,226,0,2020-03-27T00:00:00
LV,244,0,2020-03-27T00:00:00
BG,264,3,2020-03-27T00:00:00
LT,299,4,2020-03-27T00:00:00
HU,300,10,2020-03-27T00:00:00
HR,495,2,2020-03-27T00:00:00
EE,538,1,2020-03-27T00:00:00
SI,577,5,2020-03-27T00:00:00
IS,802,2,2020-03-27T00:00:00
GR,892,26,2020-03-27T00:00:00
FI,958,4,2020-03-27T00:00:00
RO,1029,17,2020-03-27T00:00:00
PL,1221,16,2020-03-27T00:00:00
LU,1453,9,2020-03-27T00:00:00
IE,1819,19,2020-03-27T00:00:00
DK,1877,41,2020-03-27T00:00:00
CZ,2062,9,2020-03-27T00:00:00
SE,2806,66,2020-03-27T00:00:00
NO,3156,14,2020-03-27T00:00:00
PT,3544,60,2020-03-27T00:00:00
BE,6235,220,2020-03-27T00:00:00
AT,7029,52,2020-03-27T00:00:00
NL,7431,434,2020-03-27T00:00:00
GB,11658,578,2020-03-27T00:00:00
FR,29155,1696,2020-03-27T00:00:00
DE,42288,253,2020-03-27T00:00:00
ES,56188,4089,2020-03-27T00:00:00
IT,80539,8165,2020-03-27T00:00:00
Total,265421,15798,2020-03-27T00:00:00
