country,cases,deaths,datetime
LI,2715,54,2021-03-04T00:00:00
IS,6122,29,2021-03-04T00:00:00
MT,28409,375,2021-03-04T00:00:00
CY,42993,246,2021-03-04T00:00:00
LU,59662,726,2021-03-04T00:00:00
FI,72713,809,2021-03-04T00:00:00
NO,88039,649,2021-03-04T00:00:00
LV,98094,1840,2021-03-04T00:00:00
EE,99008,823,2021-03-04T00:00:00
SI,207300,4265,2021-03-04T00:00:00
LT,210208,3501,2021-03-04T00:00:00
DK,227031,2403,2021-03-04T00:00:00
IE,231484,4610,2021-03-04T00:00:00
GR,242347,7582,2021-03-04T00:00:00
HR,258745,5808,2021-03-04T00:00:00
BG,312741,12307,2021-03-04T00:00:00
SK,350551,9190,2021-03-04T00:00:00
AT,516683,8899,2021-03-04T00:00:00
HU,593710,18952,2021-03-04T00:00:00
SE,758335,13315,2021-03-04T00:00:00
PT,818212,16794,2021-03-04T00:00:00
BE,842681,22763,2021-03-04T00:00:00
RO,907007,22442,2021-03-04T00:00:00
NL,1211831,16319,2021-03-04T00:00:00
CZ,1486510,25258,2021-03-04T00:00:00
PL,2089869,49761,2021-03-04T00:00:00
DE,2690523,75212,2021-03-04T00:00:00
ES,3234319,73744,2021-03-04T00:00:00
IT,3419616,105879,2021-03-04T00:00:00
FR,4313073,92935,2021-03-04T00:00:00
