country,cases,deaths,datetime
LI,3429,60,2021-09-22T00:00:00
IS,11518,33,2021-09-22T00:00:00
MT,37018,456,2021-09-22T00:00:00
LU,77411,834,2021-09-22T00:00:00
CY,119230,548,2021-09-22T00:00:00
FI,137117,1059,2021-09-22T00:00:00
LV,151243,2658,2021-09-22T00:00:00
EE,151292,1335,2021-09-22T00:00:00
NO,182915,841,2021-09-22T00:00:00
SI,286267,4826,2021-09-22T00:00:00
LT,319281,4849,2021-09-22T00:00:00
DK,355257,2633,2021-09-22T00:00:00
IE,377937,5179,2021-09-22T00:00:00
HR,393285,8526,2021-09-22T00:00:00
BG,486738,20224,2021-09-22T00:00:00
GR,636596,14548,2021-09-22T00:00:00
AT,723074,10695,2021-09-22T00:00:00
SK,791046,12573,2021-09-22T00:00:00
HU,819021,30143,2021-09-22T00:00:00
PT,1063100,17925,2021-09-22T00:00:00
SE,1146968,14790,2021-09-22T00:00:00
RO,1158841,35721,2021-09-22T00:00:00
BE,1226587,25524,2021-09-22T00:00:00
CZ,1687448,30446,2021-09-22T00:00:00
NL,1987905,18128,2021-09-22T00:00:00
PL,2899008,75503,2021-09-22T00:00:00
DE,4160970,93123,2021-09-22T00:00:00
IT,4641890,130421,2021-09-22T00:00:00
ES,4937984,85983,2021-09-22T00:00:00
FR,6964699,116251,2021-09-22T00:00:00
