country,cases,deaths,datetime
LI,3002,58,2021-05-26T00:00:00
IS,6560,30,2021-05-26T00:00:00
MT,30509,418,2021-05-26T00:00:00
LU,69616,811,2021-05-26T00:00:00
CY,72090,357,2021-05-26T00:00:00
FI,91744,942,2021-05-26T00:00:00
NO,122610,782,2021-05-26T00:00:00
EE,129014,1242,2021-05-26T00:00:00
LV,131514,2342,2021-05-26T00:00:00
SI,252098,4675,2021-05-26T00:00:00
IE,258613,4941,2021-05-26T00:00:00
LT,272231,4220,2021-05-26T00:00:00
DK,275207,2510,2021-05-26T00:00:00
HR,354383,7950,2021-05-26T00:00:00
GR,393583,11872,2021-05-26T00:00:00
BG,417133,17581,2021-05-26T00:00:00
AT,638010,10294,2021-05-26T00:00:00
SK,772965,12301,2021-05-26T00:00:00
HU,802723,29622,2021-05-26T00:00:00
PT,845840,17021,2021-05-26T00:00:00
BE,1049728,24853,2021-05-26T00:00:00
SE,1064375,14396,2021-05-26T00:00:00
RO,1076154,30040,2021-05-26T00:00:00
NL,1629273,17544,2021-05-26T00:00:00
CZ,1659433,30054,2021-05-26T00:00:00
PL,2867187,73096,2021-05-26T00:00:00
ES,3652879,79801,2021-05-26T00:00:00
DE,3656177,87726,2021-05-26T00:00:00
IT,4197892,125501,2021-05-26T00:00:00
FR,5609050,108908,2021-05-26T00:00:00
