country,cases,deaths,datetime
SE,102407,5910,2020-10-16T00:00:00
LU,10244,133,2020-10-16T00:00:00
SI,10684,153,2020-10-16T00:00:00
FI,12994,350,2020-10-16T00:00:00
CZ,149010,1230,2020-10-16T00:00:00
PL,149903,3308,2020-10-16T00:00:00
NO,15953,278,2020-10-16T00:00:00
RO,168490,5674,2020-10-16T00:00:00
LI,177,1,2020-10-16T00:00:00
BE,191866,10327,2020-10-16T00:00:00
NL,203712,6683,2020-10-16T00:00:00
CY,2181,25,2020-10-16T00:00:00
HR,22534,344,2020-10-16T00:00:00
GR,23947,482,2020-10-16T00:00:00
SK,24225,71,2020-10-16T00:00:00
BG,27507,944,2020-10-16T00:00:00
LV,3056,41,2020-10-16T00:00:00
DK,34023,677,2020-10-16T00:00:00
DE,348557,9734,2020-10-16T00:00:00
IT,381602,36372,2020-10-16T00:00:00
IS,3837,10,2020-10-16T00:00:00
EE,3980,68,2020-10-16T00:00:00
MT,4152,45,2020-10-16T00:00:00
HU,43025,1085,2020-10-16T00:00:00
Total,4549993,198886,2020-10-16T00:00:00
IE,46429,1838,2020-10-16T00:00:00
AT,60764,894,2020-10-16T00:00:00
GB,673622,43293,2020-10-16T00:00:00
LT,6760,110,2020-10-16T00:00:00
FR,809684,33125,2020-10-16T00:00:00
ES,921374,33553,2020-10-16T00:00:00
PT,93294,2128,2020-10-16T00:00:00
