country,cases,deaths,datetime
SE,103200,5918,2020-10-17T00:00:00
LU,10471,133,2020-10-17T00:00:00
SI,11520,153,2020-10-17T00:00:00
FI,13133,351,2020-10-17T00:00:00
PL,157608,3440,2020-10-17T00:00:00
CZ,160112,1283,2020-10-17T00:00:00
NO,16136,278,2020-10-17T00:00:00
RO,172516,5749,2020-10-17T00:00:00
LI,195,1,2020-10-17T00:00:00
BE,202058,10359,2020-10-17T00:00:00
NL,211690,6699,2020-10-17T00:00:00
HR,23665,345,2020-10-17T00:00:00
CY,2379,25,2020-10-17T00:00:00
GR,24450,490,2020-10-17T00:00:00
SK,26300,71,2020-10-17T00:00:00
BG,28505,958,2020-10-17T00:00:00
LV,3204,42,2020-10-17T00:00:00
DK,34441,677,2020-10-17T00:00:00
DE,356387,9767,2020-10-17T00:00:00
IT,391611,36427,2020-10-17T00:00:00
IS,3929,11,2020-10-17T00:00:00
EE,4017,68,2020-10-17T00:00:00
MT,4282,45,2020-10-17T00:00:00
HU,44816,1109,2020-10-17T00:00:00
Total,4680037,199909,2020-10-17T00:00:00
IE,47427,1841,2020-10-17T00:00:00
AT,62455,901,2020-10-17T00:00:00
GB,689257,43429,2020-10-17T00:00:00
LT,7041,112,2020-10-17T00:00:00
FR,834770,33303,2020-10-17T00:00:00
ES,936560,33775,2020-10-17T00:00:00
PT,95902,2149,2020-10-17T00:00:00
