country,cases,deaths,datetime
LI,85,1,2020-07-14T00:00:00
MT,674,9,2020-07-14T00:00:00
CY,1022,19,2020-07-14T00:00:00
LV,1174,31,2020-07-14T00:00:00
SI,1849,111,2020-07-14T00:00:00
LT,1874,79,2020-07-14T00:00:00
IS,1900,10,2020-07-14T00:00:00
SK,1902,28,2020-07-14T00:00:00
EE,2014,69,2020-07-14T00:00:00
HR,3775,119,2020-07-14T00:00:00
GR,3826,193,2020-07-14T00:00:00
HU,4247,595,2020-07-14T00:00:00
LU,4956,111,2020-07-14T00:00:00
FI,7295,329,2020-07-14T00:00:00
BG,7411,276,2020-07-14T00:00:00
NO,8981,253,2020-07-14T00:00:00
DK,13037,610,2020-07-14T00:00:00
CZ,13238,353,2020-07-14T00:00:00
AT,18859,708,2020-07-14T00:00:00
IE,25638,1746,2020-07-14T00:00:00
RO,32948,1901,2020-07-14T00:00:00
PL,38190,1576,2020-07-14T00:00:00
PT,46818,1662,2020-07-14T00:00:00
NL,51038,6128,2020-07-14T00:00:00
BE,62781,9787,2020-07-14T00:00:00
SE,75826,5536,2020-07-14T00:00:00
FR,172377,30029,2020-07-14T00:00:00
DE,198963,9064,2020-07-14T00:00:00
IT,243230,34967,2020-07-14T00:00:00
ES,255953,28406,2020-07-14T00:00:00
GB,290133,44830,2020-07-14T00:00:00
Total,1592014,179536,2020-07-14T00:00:00
