country,cases,deaths,datetime
LI,108,1,2020-09-07T00:00:00
NO,11120,264,2020-09-07T00:00:00
GR,11524,284,2020-09-07T00:00:00
HR,11964,198,2020-09-07T00:00:00
LV,1428,35,2020-09-07T00:00:00
CY,1509,21,2020-09-07T00:00:00
BG,17050,671,2020-09-07T00:00:00
DK,17547,627,2020-09-07T00:00:00
MT,2014,14,2020-09-07T00:00:00
IS,2141,10,2020-09-07T00:00:00
Total,2373856,182839,2020-09-07T00:00:00
DE,250799,9325,2020-09-07T00:00:00
EE,2516,64,2020-09-07T00:00:00
IT,277634,35541,2020-09-07T00:00:00
CZ,28156,436,2020-09-07T00:00:00
AT,29308,736,2020-09-07T00:00:00
IE,29672,1777,2020-09-07T00:00:00
LT,3083,86,2020-09-07T00:00:00
SI,3174,130,2020-09-07T00:00:00
FR,324777,30701,2020-09-07T00:00:00
GB,347152,41551,2020-09-07T00:00:00
SK,4614,37,2020-09-07T00:00:00
ES,498989,29418,2020-09-07T00:00:00
PT,60258,1840,2020-09-07T00:00:00
LU,6896,124,2020-09-07T00:00:00
PL,70824,2120,2020-09-07T00:00:00
NL,74715,6234,2020-09-07T00:00:00
FI,8225,335,2020-09-07T00:00:00
HU,8387,624,2020-09-07T00:00:00
SE,84985,5835,2020-09-07T00:00:00
BE,88273,9907,2020-09-07T00:00:00
RO,95014,3893,2020-09-07T00:00:00
