country,cases,deaths,datetime
LI,19161,86,2022-08-31T00:00:00
MT,114026,801,2022-08-31T00:00:00
IS,204268,179,2022-08-31T00:00:00
LU,286827,1123,2022-08-31T00:00:00
CY,576278,1168,2022-08-31T00:00:00
EE,597543,2651,2022-08-31T00:00:00
LV,897957,5944,2022-08-31T00:00:00
SI,1125145,6782,2022-08-31T00:00:00
HR,1212547,16690,2022-08-31T00:00:00
LT,1217300,9286,2022-08-31T00:00:00
BG,1242133,37593,2022-08-31T00:00:00
FI,1258798,5577,2022-08-31T00:00:00
NO,1459865,3980,2022-08-31T00:00:00
IE,1655338,7820,2022-08-31T00:00:00
HU,2048547,47291,2022-08-31T00:00:00
SK,2505861,20349,2022-08-31T00:00:00
SE,2564423,19779,2022-08-31T00:00:00
DK,3163491,6908,2022-08-31T00:00:00
RO,3179179,66687,2022-08-31T00:00:00
CZ,4040773,40814,2022-08-31T00:00:00
BE,4482315,32516,2022-08-31T00:00:00
GR,4762827,32552,2022-08-31T00:00:00
AT,4956010,20639,2022-08-31T00:00:00
PT,5413177,24839,2022-08-31T00:00:00
PL,6057794,117059,2022-08-31T00:00:00
NL,8385110,22599,2022-08-31T00:00:00
ES,13419847,112456,2022-08-31T00:00:00
IT,21845943,175505,2022-08-31T00:00:00
DE,32095191,147221,2022-08-31T00:00:00
FR,34515860,154039,2022-08-31T00:00:00
