country,cases,deaths,datetime
LI,2926,57,2021-04-30T00:00:00
IS,6466,29,2021-04-30T00:00:00
MT,30276,413,2021-04-30T00:00:00
CY,65233,308,2021-04-30T00:00:00
LU,67045,794,2021-04-30T00:00:00
FI,86613,913,2021-04-30T00:00:00
NO,112155,754,2021-04-30T00:00:00
LV,117795,2125,2021-04-30T00:00:00
EE,122019,1158,2021-04-30T00:00:00
SI,239343,4530,2021-04-30T00:00:00
LT,245896,3916,2021-04-30T00:00:00
IE,248326,4899,2021-04-30T00:00:00
DK,250554,2483,2021-04-30T00:00:00
HR,330176,7040,2021-04-30T00:00:00
GR,342908,10315,2021-04-30T00:00:00
SK,381744,11647,2021-04-30T00:00:00
BG,403728,16368,2021-04-30T00:00:00
AT,612728,9936,2021-04-30T00:00:00
HU,779348,27540,2021-04-30T00:00:00
PT,836033,16974,2021-04-30T00:00:00
SE,967678,14002,2021-04-30T00:00:00
BE,986528,24185,2021-04-30T00:00:00
RO,1053629,27971,2021-04-30T00:00:00
NL,1486654,17103,2021-04-30T00:00:00
CZ,1630758,29267,2021-04-30T00:00:00
PL,2785353,67073,2021-04-30T00:00:00
DE,3381597,82850,2021-04-30T00:00:00
ES,3514942,78080,2021-04-30T00:00:00
IT,4009208,120544,2021-04-30T00:00:00
FR,5592390,104253,2021-04-30T00:00:00
