country,cases,deaths,datetime
LI,83,1,2020-04-27T00:00:00
MT,448,4,2020-04-27T00:00:00
LV,812,12,2020-04-27T00:00:00
CY,817,17,2020-04-27T00:00:00
BG,1300,56,2020-04-27T00:00:00
SK,1379,18,2020-04-27T00:00:00
SI,1407,82,2020-04-27T00:00:00
LT,1449,41,2020-04-27T00:00:00
EE,1643,49,2020-04-27T00:00:00
IS,1792,10,2020-04-27T00:00:00
HR,2030,55,2020-04-27T00:00:00
GR,2506,130,2020-04-27T00:00:00
HU,2583,280,2020-04-27T00:00:00
LU,3723,88,2020-04-27T00:00:00
FI,4576,190,2020-04-27T00:00:00
CZ,7404,221,2020-04-27T00:00:00
NO,7505,193,2020-04-27T00:00:00
DK,8575,422,2020-04-27T00:00:00
RO,11036,608,2020-04-27T00:00:00
PL,11617,535,2020-04-27T00:00:00
AT,15189,542,2020-04-27T00:00:00
SE,18640,2194,2020-04-27T00:00:00
IE,19262,1087,2020-04-27T00:00:00
PT,23864,903,2020-04-27T00:00:00
NL,37845,4475,2020-04-27T00:00:00
BE,46134,7094,2020-04-27T00:00:00
FR,124575,22856,2020-04-27T00:00:00
GB,152840,20732,2020-04-27T00:00:00
DE,155193,5750,2020-04-27T00:00:00
IT,197675,26644,2020-04-27T00:00:00
ES,209465,23190,2020-04-27T00:00:00
Total,1073367,118479,2020-04-27T00:00:00
