country,cases,deaths,datetime
LI,83,1,2020-07-02T00:00:00
MT,670,9,2020-07-02T00:00:00
CY,999,19,2020-07-02T00:00:00
LV,1121,30,2020-07-02T00:00:00
SI,1613,111,2020-07-02T00:00:00
SK,1687,28,2020-07-02T00:00:00
LT,1818,78,2020-07-02T00:00:00
IS,1847,10,2020-07-02T00:00:00
EE,1989,69,2020-07-02T00:00:00
HR,2831,108,2020-07-02T00:00:00
GR,3432,192,2020-07-02T00:00:00
HU,4157,586,2020-07-02T00:00:00
LU,4345,110,2020-07-02T00:00:00
BG,5154,232,2020-07-02T00:00:00
FI,7236,328,2020-07-02T00:00:00
NO,8887,251,2020-07-02T00:00:00
CZ,12046,349,2020-07-02T00:00:00
DK,12794,606,2020-07-02T00:00:00
AT,17814,705,2020-07-02T00:00:00
IE,25477,1738,2020-07-02T00:00:00
RO,27296,1667,2020-07-02T00:00:00
PL,34775,1477,2020-07-02T00:00:00
PT,42454,1579,2020-07-02T00:00:00
NL,50335,6115,2020-07-02T00:00:00
BE,61598,9761,2020-07-02T00:00:00
SE,69692,5370,2020-07-02T00:00:00
FR,165719,29861,2020-07-02T00:00:00
DE,195228,8994,2020-07-02T00:00:00
IT,240760,34788,2020-07-02T00:00:00
ES,249659,28363,2020-07-02T00:00:00
GB,313483,43906,2020-07-02T00:00:00
Total,1566999,177441,2020-07-02T00:00:00
