country,cases,deaths,datetime
LI,83,1,2020-07-03T00:00:00
MT,670,9,2020-07-03T00:00:00
CY,999,19,2020-07-03T00:00:00
LV,1122,30,2020-07-03T00:00:00
SI,1633,111,2020-07-03T00:00:00
SK,1700,28,2020-07-03T00:00:00
LT,1825,78,2020-07-03T00:00:00
IS,1850,10,2020-07-03T00:00:00
EE,1990,69,2020-07-03T00:00:00
HR,2912,110,2020-07-03T00:00:00
GR,3458,192,2020-07-03T00:00:00
HU,4166,587,2020-07-03T00:00:00
LU,4395,110,2020-07-03T00:00:00
BG,5315,232,2020-07-03T00:00:00
FI,7241,328,2020-07-03T00:00:00
NO,8902,251,2020-07-03T00:00:00
CZ,12178,351,2020-07-03T00:00:00
DK,12815,606,2020-07-03T00:00:00
AT,17952,705,2020-07-03T00:00:00
IE,25489,1738,2020-07-03T00:00:00
RO,27746,1687,2020-07-03T00:00:00
PL,35146,1492,2020-07-03T00:00:00
PT,42782,1587,2020-07-03T00:00:00
NL,50357,6109,2020-07-03T00:00:00
BE,61727,9765,2020-07-03T00:00:00
SE,70639,5411,2020-07-03T00:00:00
FR,166378,29875,2020-07-03T00:00:00
DE,195674,9003,2020-07-03T00:00:00
IT,240961,34818,2020-07-03T00:00:00
ES,250103,28368,2020-07-03T00:00:00
GB,283757,43995,2020-07-03T00:00:00
Total,1541965,177675,2020-07-03T00:00:00
