country,cases,deaths,datetime
LI,85,1,2020-07-07T00:00:00
MT,672,9,2020-07-07T00:00:00
CY,1004,19,2020-07-07T00:00:00
LV,1127,30,2020-07-07T00:00:00
SI,1716,111,2020-07-07T00:00:00
SK,1765,28,2020-07-07T00:00:00
LT,1841,79,2020-07-07T00:00:00
IS,1866,10,2020-07-07T00:00:00
EE,1994,69,2020-07-07T00:00:00
HR,3220,113,2020-07-07T00:00:00
GR,3562,192,2020-07-07T00:00:00
HU,4189,589,2020-07-07T00:00:00
LU,4542,110,2020-07-07T00:00:00
BG,5914,250,2020-07-07T00:00:00
FI,7257,329,2020-07-07T00:00:00
NO,8930,251,2020-07-07T00:00:00
CZ,12566,350,2020-07-07T00:00:00
DK,12878,607,2020-07-07T00:00:00
AT,18326,706,2020-07-07T00:00:00
IE,25531,1741,2020-07-07T00:00:00
RO,29223,1768,2020-07-07T00:00:00
PL,36155,1521,2020-07-07T00:00:00
PT,44129,1620,2020-07-07T00:00:00
NL,50602,6119,2020-07-07T00:00:00
BE,62058,9774,2020-07-07T00:00:00
SE,73061,5433,2020-07-07T00:00:00
FR,168335,29920,2020-07-07T00:00:00
DE,196944,9024,2020-07-07T00:00:00
IT,241819,34869,2020-07-07T00:00:00
ES,251789,28388,2020-07-07T00:00:00
GB,285768,44236,2020-07-07T00:00:00
Total,1558868,178266,2020-07-07T00:00:00
