country,cases,deaths,datetime
LV,10547,123,2020-11-16T00:00:00
Total,10727551,267394,2020-11-16T00:00:00
IT,1178529,45229,2020-11-16T00:00:00
GB,1369318,51934,2020-11-16T00:00:00
ES,1458591,40769,2020-11-16T00:00:00
HU,147456,3190,2020-11-16T00:00:00
SE,177355,6164,2020-11-16T00:00:00
FI,19315,369,2020-11-16T00:00:00
FR,1981827,44548,2020-11-16T00:00:00
AT,203494,1679,2020-11-16T00:00:00
PT,217301,3381,2020-11-16T00:00:00
LU,26544,222,2020-11-16T00:00:00
NO,27226,294,2020-11-16T00:00:00
LT,34758,277,2020-11-16T00:00:00
RO,360281,8926,2020-11-16T00:00:00
NL,447335,8475,2020-11-16T00:00:00
CZ,460116,6208,2020-11-16T00:00:00
IS,5189,25,2020-11-16T00:00:00
BE,535843,14421,2020-11-16T00:00:00
SI,55042,511,2020-11-16T00:00:00
DK,62136,760,2020-11-16T00:00:00
IE,67903,1979,2020-11-16T00:00:00
PL,712972,10348,2020-11-16T00:00:00
CY,7178,40,2020-11-16T00:00:00
GR,74205,1106,2020-11-16T00:00:00
EE,7637,81,2020-11-16T00:00:00
MT,7917,95,2020-11-16T00:00:00
DE,801327,12547,2020-11-16T00:00:00
HR,84206,1049,2020-11-16T00:00:00
SK,86767,510,2020-11-16T00:00:00
BG,98251,2130,2020-11-16T00:00:00
LI,985,4,2020-11-16T00:00:00
