country,cases,deaths,datetime
LI,14424,79,2022-03-17T00:00:00
MT,73192,617,2022-03-17T00:00:00
IS,165299,83,2022-03-17T00:00:00
LU,194846,1007,2022-03-17T00:00:00
CY,356784,902,2022-03-17T00:00:00
EE,534788,2367,2022-03-17T00:00:00
LV,750683,5435,2022-03-17T00:00:00
FI,767220,2719,2022-03-17T00:00:00
SI,923011,6419,2022-03-17T00:00:00
LT,968724,8659,2022-03-17T00:00:00
HR,1074706,15373,2022-03-17T00:00:00
BG,1117525,36196,2022-03-17T00:00:00
NO,1357277,1751,2022-03-17T00:00:00
IE,1360015,6636,2022-03-17T00:00:00
HU,1819264,44831,2022-03-17T00:00:00
SK,2292398,18979,2022-03-17T00:00:00
SE,2470254,17841,2022-03-17T00:00:00
GR,2684916,26270,2022-03-17T00:00:00
RO,2798935,64450,2022-03-17T00:00:00
DK,2867616,4697,2022-03-17T00:00:00
AT,3256683,14609,2022-03-17T00:00:00
PT,3402637,21310,2022-03-17T00:00:00
BE,3669964,30472,2022-03-17T00:00:00
CZ,3707588,39248,2022-03-17T00:00:00
PL,5765461,113622,2022-03-17T00:00:00
NL,7266972,21725,2022-03-17T00:00:00
ES,11273255,101304,2022-03-17T00:00:00
IT,13489319,157177,2022-03-17T00:00:00
DE,17693772,126139,2022-03-17T00:00:00
FR,23649615,140440,2022-03-17T00:00:00
