country,cases,deaths,datetime
LI,81,1,2020-04-15T00:00:00
MT,393,3,2020-04-15T00:00:00
LV,657,5,2020-04-15T00:00:00
CY,695,17,2020-04-15T00:00:00
BG,713,35,2020-04-15T00:00:00
SK,835,2,2020-04-15T00:00:00
LT,1070,24,2020-04-15T00:00:00
SI,1220,56,2020-04-15T00:00:00
EE,1373,31,2020-04-15T00:00:00
HU,1579,134,2020-04-15T00:00:00
HR,1704,31,2020-04-15T00:00:00
IS,1720,8,2020-04-15T00:00:00
GR,2170,101,2020-04-15T00:00:00
FI,3161,64,2020-04-15T00:00:00
LU,3307,67,2020-04-15T00:00:00
CZ,6141,161,2020-04-15T00:00:00
DK,6511,299,2020-04-15T00:00:00
NO,6566,127,2020-04-15T00:00:00
RO,6879,344,2020-04-15T00:00:00
PL,7202,263,2020-04-15T00:00:00
SE,11445,1033,2020-04-15T00:00:00
IE,11479,406,2020-04-15T00:00:00
AT,14234,384,2020-04-15T00:00:00
PT,17448,567,2020-04-15T00:00:00
NL,27419,2945,2020-04-15T00:00:00
BE,31119,4157,2020-04-15T00:00:00
GB,93873,12107,2020-04-15T00:00:00
FR,103573,15729,2020-04-15T00:00:00
DE,127584,3254,2020-04-15T00:00:00
IT,162488,21069,2020-04-15T00:00:00
ES,172541,18056,2020-04-15T00:00:00
Total,827180,81480,2020-04-15T00:00:00
