country,cases,deaths,datetime
Total,10361110,262220,2020-11-14T00:00:00
IT,1107303,44139,2020-11-14T00:00:00
GB,1317496,51304,2020-11-14T00:00:00
HU,136723,2990,2020-11-14T00:00:00
ES,1458591,40769,2020-11-14T00:00:00
SE,177355,6164,2020-11-14T00:00:00
FI,18858,369,2020-11-14T00:00:00
AT,191024,1574,2020-11-14T00:00:00
FR,1922504,43892,2020-11-14T00:00:00
PT,204664,3250,2020-11-14T00:00:00
LU,25218,211,2020-11-14T00:00:00
NO,27226,294,2020-11-14T00:00:00
LT,31878,253,2020-11-14T00:00:00
RO,343725,8684,2020-11-14T00:00:00
NL,436024,8347,2020-11-14T00:00:00
CZ,454030,5926,2020-11-14T00:00:00
IS,5170,25,2020-11-14T00:00:00
SI,52385,481,2020-11-14T00:00:00
BE,524916,14106,2020-11-14T00:00:00
DK,60000,756,2020-11-14T00:00:00
PL,665547,9499,2020-11-14T00:00:00
IE,67099,1972,2020-11-14T00:00:00
CY,6853,38,2020-11-14T00:00:00
GR,69675,997,2020-11-14T00:00:00
EE,7148,80,2020-11-14T00:00:00
MT,7646,88,2020-11-14T00:00:00
DE,773556,12378,2020-11-14T00:00:00
HR,78978,968,2020-11-14T00:00:00
SK,83796,491,2020-11-14T00:00:00
LI,949,4,2020-11-14T00:00:00
BG,94937,2055,2020-11-14T00:00:00
LV,9836,116,2020-11-14T00:00:00
