country,cases,deaths,datetime
ES,1046132,34752,2020-10-25T00:00:00
FR,1086497,34645,2020-10-25T00:00:00
SE,110594,5933,2020-10-25T00:00:00
PT,114109,2297,2020-10-25T00:00:00
LU,13713,144,2020-10-25T00:00:00
FI,14652,353,2020-10-25T00:00:00
NO,17232,279,2020-10-25T00:00:00
RO,205793,6318,2020-10-25T00:00:00
SI,21277,181,2020-10-25T00:00:00
PL,241946,4351,2020-10-25T00:00:00
CZ,250797,2077,2020-10-25T00:00:00
NL,280731,7009,2020-10-25T00:00:00
GR,29992,564,2020-10-25T00:00:00
BE,305315,10737,2020-10-25T00:00:00
HR,33959,429,2020-10-25T00:00:00
LI,340,1,2020-10-25T00:00:00
CY,3444,25,2020-10-25T00:00:00
BG,37562,1084,2020-10-25T00:00:00
DK,39411,700,2020-10-25T00:00:00
SK,40801,159,2020-10-25T00:00:00
DE,429181,10032,2020-10-25T00:00:00
EE,4351,73,2020-10-25T00:00:00
IS,4394,11,2020-10-25T00:00:00
LV,4467,54,2020-10-25T00:00:00
IT,504509,37210,2020-10-25T00:00:00
MT,5373,50,2020-10-25T00:00:00
IE,56108,1882,2020-10-25T00:00:00
Total,5905285,208627,2020-10-25T00:00:00
HU,59247,1425,2020-10-25T00:00:00
AT,79770,978,2020-10-25T00:00:00
GB,854010,44745,2020-10-25T00:00:00
LT,9578,129,2020-10-25T00:00:00
