country,cases,deaths,datetime
LI,3445,60,2021-09-28T00:00:00
IS,11722,33,2021-09-28T00:00:00
MT,37103,457,2021-09-28T00:00:00
LU,77930,835,2021-09-28T00:00:00
CY,119903,552,2021-09-28T00:00:00
FI,139678,1069,2021-09-28T00:00:00
EE,154722,1351,2021-09-28T00:00:00
LV,155076,2689,2021-09-28T00:00:00
NO,186926,850,2021-09-28T00:00:00
SI,290994,4857,2021-09-28T00:00:00
LT,327896,4946,2021-09-28T00:00:00
DK,357370,2646,2021-09-28T00:00:00
IE,385721,5209,2021-09-28T00:00:00
HR,400108,8606,2021-09-28T00:00:00
BG,495397,20638,2021-09-28T00:00:00
GR,648091,14727,2021-09-28T00:00:00
AT,733526,10741,2021-09-28T00:00:00
SK,798921,12596,2021-09-28T00:00:00
HU,821526,30179,2021-09-28T00:00:00
PT,1067175,17955,2021-09-28T00:00:00
SE,1149407,14821,2021-09-28T00:00:00
RO,1199761,36450,2021-09-28T00:00:00
BE,1238263,25568,2021-09-28T00:00:00
CZ,1690288,30454,2021-09-28T00:00:00
NL,1997885,18154,2021-09-28T00:00:00
PL,2903655,75572,2021-09-28T00:00:00
DE,4203571,93504,2021-09-28T00:00:00
IT,4662087,130742,2021-09-28T00:00:00
ES,4951640,86298,2021-09-28T00:00:00
FR,6995628,116537,2021-09-28T00:00:00
