country,cases,deaths,datetime
LI,2526,52,2021-02-11T00:00:00
IS,6020,29,2021-02-11T00:00:00
MT,18813,282,2021-02-11T00:00:00
CY,31759,212,2021-02-11T00:00:00
FI,47969,701,2021-02-11T00:00:00
EE,48267,466,2021-02-11T00:00:00
LU,51848,593,2021-02-11T00:00:00
NO,64772,582,2021-02-11T00:00:00
LV,72088,1347,2021-02-11T00:00:00
GR,163946,5972,2021-02-11T00:00:00
SI,174000,3891,2021-02-11T00:00:00
LT,187039,2955,2021-02-11T00:00:00
DK,201621,2216,2021-02-11T00:00:00
IE,203568,3686,2021-02-11T00:00:00
BG,223734,9331,2021-02-11T00:00:00
HR,235473,5198,2021-02-11T00:00:00
SK,264083,5271,2021-02-11T00:00:00
HU,377655,13155,2021-02-11T00:00:00
AT,421452,7940,2021-02-11T00:00:00
SE,594662,12148,2021-02-11T00:00:00
BE,727148,21441,2021-02-11T00:00:00
RO,746637,18961,2021-02-11T00:00:00
PT,765414,14158,2021-02-11T00:00:00
NL,1006717,14412,2021-02-11T00:00:00
CZ,1037405,17333,2021-02-11T00:00:00
PL,1552686,39132,2021-02-11T00:00:00
DE,2288545,61675,2021-02-11T00:00:00
IT,2636738,91273,2021-02-11T00:00:00
ES,2989085,62295,2021-02-11T00:00:00
FR,3337048,78965,2021-02-11T00:00:00
Total,20478718,495672,2021-02-11T00:00:00
