country,cases,deaths,datetime
LI,19385,86,2022-09-14T00:00:00
MT,114304,803,2022-09-14T00:00:00
IS,205284,213,2022-09-14T00:00:00
LU,288329,1126,2022-09-14T00:00:00
CY,579899,1173,2022-09-14T00:00:00
EE,599308,2661,2022-09-14T00:00:00
LV,908852,5960,2022-09-14T00:00:00
SI,1146802,6795,2022-09-14T00:00:00
HR,1220490,16806,2022-09-14T00:00:00
LT,1229048,9295,2022-09-14T00:00:00
BG,1249706,37642,2022-09-14T00:00:00
FI,1271516,5768,2022-09-14T00:00:00
NO,1461116,4004,2022-09-14T00:00:00
IE,1659034,7870,2022-09-14T00:00:00
HU,2070443,47409,2022-09-14T00:00:00
SK,2512523,20417,2022-09-14T00:00:00
SE,2573548,19974,2022-09-14T00:00:00
DK,3173883,6971,2022-09-14T00:00:00
RO,3207808,66888,2022-09-14T00:00:00
CZ,4065776,40924,2022-09-14T00:00:00
BE,4504106,32605,2022-09-14T00:00:00
GR,4838811,32894,2022-09-14T00:00:00
AT,4996567,20656,2022-09-14T00:00:00
PT,5445792,24921,2022-09-14T00:00:00
PL,6096839,117280,2022-09-14T00:00:00
NL,8401272,22620,2022-09-14T00:00:00
ES,13450924,112877,2022-09-14T00:00:00
IT,22077601,176335,2022-09-14T00:00:00
DE,32557808,148497,2022-09-14T00:00:00
FR,34770460,154578,2022-09-14T00:00:00
