country,cases,deaths,datetime
LI,3034,59,2021-06-29T00:00:00
IS,6649,30,2021-06-29T00:00:00
MT,30612,420,2021-06-29T00:00:00
LU,70642,818,2021-06-29T00:00:00
CY,75099,374,2021-06-29T00:00:00
FI,95168,973,2021-06-29T00:00:00
NO,130619,792,2021-06-29T00:00:00
EE,131028,1269,2021-06-29T00:00:00
LV,137240,2503,2021-06-29T00:00:00
SI,257288,4749,2021-06-29T00:00:00
IE,271589,4989,2021-06-29T00:00:00
LT,278726,4381,2021-06-29T00:00:00
DK,293094,2533,2021-06-29T00:00:00
HR,359666,8202,2021-06-29T00:00:00
GR,421266,12682,2021-06-29T00:00:00
BG,421646,18040,2021-06-29T00:00:00
AT,646205,10477,2021-06-29T00:00:00
SK,778276,12541,2021-06-29T00:00:00
HU,808076,29991,2021-06-29T00:00:00
PT,875449,17086,2021-06-29T00:00:00
RO,1080667,33311,2021-06-29T00:00:00
BE,1083384,25168,2021-06-29T00:00:00
SE,1088896,14619,2021-06-29T00:00:00
CZ,1667115,30298,2021-06-29T00:00:00
NL,1681659,17719,2021-06-29T00:00:00
PL,2879689,74979,2021-06-29T00:00:00
DE,3727333,90819,2021-06-29T00:00:00
ES,3792642,80789,2021-06-29T00:00:00
IT,4258456,127500,2021-06-29T00:00:00
FR,5770530,111041,2021-06-29T00:00:00
