country,cases,deaths,datetime
LI,83,1,2020-06-12T00:00:00
MT,640,9,2020-06-12T00:00:00
CY,975,18,2020-06-12T00:00:00
LV,1094,26,2020-06-12T00:00:00
SI,1488,109,2020-06-12T00:00:00
SK,1541,28,2020-06-12T00:00:00
LT,1752,74,2020-06-12T00:00:00
IS,1807,10,2020-06-12T00:00:00
EE,1965,69,2020-06-12T00:00:00
HR,2249,106,2020-06-12T00:00:00
BG,3086,168,2020-06-12T00:00:00
GR,3088,183,2020-06-12T00:00:00
HU,4039,553,2020-06-12T00:00:00
LU,4052,110,2020-06-12T00:00:00
FI,7064,325,2020-06-12T00:00:00
NO,8594,242,2020-06-12T00:00:00
CZ,9886,329,2020-06-12T00:00:00
DK,12035,593,2020-06-12T00:00:00
AT,16964,674,2020-06-12T00:00:00
RO,21182,1369,2020-06-12T00:00:00
IE,25238,1703,2020-06-12T00:00:00
PL,28201,1215,2020-06-12T00:00:00
PT,35910,1504,2020-06-12T00:00:00
NL,48251,6044,2020-06-12T00:00:00
SE,48288,4814,2020-06-12T00:00:00
BE,59711,9636,2020-06-12T00:00:00
FR,155561,29346,2020-06-12T00:00:00
DE,185674,8763,2020-06-12T00:00:00
IT,236142,34167,2020-06-12T00:00:00
ES,242707,27136,2020-06-12T00:00:00
GB,291409,41279,2020-06-12T00:00:00
Total,1460676,170603,2020-06-12T00:00:00
