country,cases,deaths,datetime
LI,13590,79,2022-03-11T00:00:00
MT,72418,613,2022-03-11T00:00:00
IS,155877,77,2022-03-11T00:00:00
LU,191006,1004,2022-03-11T00:00:00
CY,341383,886,2022-03-11T00:00:00
EE,525748,2327,2022-03-11T00:00:00
FI,713103,2573,2022-03-11T00:00:00
LV,726868,5382,2022-03-11T00:00:00
SI,912193,6388,2022-03-11T00:00:00
LT,950603,8599,2022-03-11T00:00:00
HR,1069317,15294,2022-03-11T00:00:00
BG,1109581,36028,2022-03-11T00:00:00
IE,1332701,6590,2022-03-11T00:00:00
NO,1333793,1752,2022-03-11T00:00:00
HU,1812294,44603,2022-03-11T00:00:00
SK,2246025,18817,2022-03-11T00:00:00
SE,2465099,17716,2022-03-11T00:00:00
GR,2583366,26014,2022-03-11T00:00:00
RO,2784651,64226,2022-03-11T00:00:00
DK,2822202,4514,2022-03-11T00:00:00
AT,3050667,14520,2022-03-11T00:00:00
PT,3369887,21253,2022-03-11T00:00:00
BE,3629671,30380,2022-03-11T00:00:00
CZ,3670380,39100,2022-03-11T00:00:00
PL,5722377,113186,2022-03-11T00:00:00
NL,6986628,21675,2022-03-11T00:00:00
ES,11184426,100762,2022-03-11T00:00:00
IT,13214498,156493,2022-03-11T00:00:00
DE,16755970,125264,2022-03-11T00:00:00
FR,23308880,139880,2022-03-11T00:00:00
