country,cases,deaths,datetime
LI,83,1,2020-06-11T00:00:00
MT,635,9,2020-06-11T00:00:00
CY,974,18,2020-06-11T00:00:00
LV,1092,26,2020-06-11T00:00:00
SI,1488,109,2020-06-11T00:00:00
SK,1533,28,2020-06-11T00:00:00
LT,1733,74,2020-06-11T00:00:00
IS,1807,10,2020-06-11T00:00:00
EE,1958,69,2020-06-11T00:00:00
HR,2249,106,2020-06-11T00:00:00
BG,2889,167,2020-06-11T00:00:00
GR,3068,183,2020-06-11T00:00:00
HU,4027,551,2020-06-11T00:00:00
LU,4049,110,2020-06-11T00:00:00
FI,7040,324,2020-06-11T00:00:00
NO,8576,239,2020-06-11T00:00:00
CZ,9824,330,2020-06-11T00:00:00
DK,12016,593,2020-06-11T00:00:00
AT,16936,673,2020-06-11T00:00:00
RO,20945,1360,2020-06-11T00:00:00
IE,25231,1695,2020-06-11T00:00:00
PL,27757,1206,2020-06-11T00:00:00
PT,35600,1495,2020-06-11T00:00:00
SE,46814,4795,2020-06-11T00:00:00
NL,48087,6042,2020-06-11T00:00:00
BE,59569,9629,2020-06-11T00:00:00
FR,155136,29319,2020-06-11T00:00:00
DE,185416,8755,2020-06-11T00:00:00
IT,235763,34114,2020-06-11T00:00:00
ES,242280,27136,2020-06-11T00:00:00
GB,290143,41128,2020-06-11T00:00:00
Total,1454718,170294,2020-06-11T00:00:00
