country,cases,deaths,datetime
LI,83,1,2020-05-01T00:00:00
MT,465,4,2020-05-01T00:00:00
CY,850,20,2020-05-01T00:00:00
LV,858,15,2020-05-01T00:00:00
LT,1385,45,2020-05-01T00:00:00
SK,1396,23,2020-05-01T00:00:00
SI,1429,91,2020-05-01T00:00:00
BG,1506,66,2020-05-01T00:00:00
EE,1689,52,2020-05-01T00:00:00
IS,1797,10,2020-05-01T00:00:00
HR,2076,69,2020-05-01T00:00:00
GR,2591,140,2020-05-01T00:00:00
HU,2863,323,2020-05-01T00:00:00
LU,3784,90,2020-05-01T00:00:00
FI,4995,211,2020-05-01T00:00:00
CZ,7682,236,2020-05-01T00:00:00
NO,7710,204,2020-05-01T00:00:00
DK,9158,452,2020-05-01T00:00:00
RO,12240,717,2020-05-01T00:00:00
PL,12877,644,2020-05-01T00:00:00
AT,15457,584,2020-05-01T00:00:00
IE,20612,1232,2020-05-01T00:00:00
SE,21092,2586,2020-05-01T00:00:00
PT,25056,989,2020-05-01T00:00:00
NL,39316,4795,2020-05-01T00:00:00
BE,48519,7594,2020-05-01T00:00:00
FR,129581,24376,2020-05-01T00:00:00
DE,159119,6288,2020-05-01T00:00:00
GB,171253,26771,2020-05-01T00:00:00
IT,205463,27967,2020-05-01T00:00:00
ES,213435,24543,2020-05-01T00:00:00
Total,1126337,131138,2020-05-01T00:00:00
