country,cases,deaths,datetime
CZ,10460,335,2020-06-20T00:00:00
LV,1110,30,2020-06-20T00:00:00
DK,12391,600,2020-06-20T00:00:00
Total,1503319,174438,2020-06-20T00:00:00
SI,1513,109,2020-06-20T00:00:00
SK,1576,28,2020-06-20T00:00:00
FR,159452,29617,2020-06-20T00:00:00
AT,17185,688,2020-06-20T00:00:00
LT,1792,76,2020-06-20T00:00:00
IS,1819,10,2020-06-20T00:00:00
DE,189135,8883,2020-06-20T00:00:00
EE,1979,69,2020-06-20T00:00:00
HR,2280,107,2020-06-20T00:00:00
RO,23400,1484,2020-06-20T00:00:00
IT,238011,34561,2020-06-20T00:00:00
ES,245575,28315,2020-06-20T00:00:00
IE,25368,1714,2020-06-20T00:00:00
GB,301815,42461,2020-06-20T00:00:00
PL,31316,1334,2020-06-20T00:00:00
GR,3237,189,2020-06-20T00:00:00
BG,3755,193,2020-06-20T00:00:00
PT,38464,1527,2020-06-20T00:00:00
HU,4086,570,2020-06-20T00:00:00
LU,4099,110,2020-06-20T00:00:00
NL,49426,6081,2020-06-20T00:00:00
SE,56043,5053,2020-06-20T00:00:00
BE,60476,9695,2020-06-20T00:00:00
MT,663,9,2020-06-20T00:00:00
FI,7133,326,2020-06-20T00:00:00
LI,83,1,2020-06-20T00:00:00
NO,8692,244,2020-06-20T00:00:00
CY,985,19,2020-06-20T00:00:00
