country,cases,deaths,datetime
LI,83,1,2020-05-04T00:00:00
MT,477,4,2020-05-04T00:00:00
CY,872,20,2020-05-04T00:00:00
LV,879,16,2020-05-04T00:00:00
SK,1408,24,2020-05-04T00:00:00
LT,1410,46,2020-05-04T00:00:00
SI,1439,96,2020-05-04T00:00:00
BG,1618,73,2020-05-04T00:00:00
EE,1700,55,2020-05-04T00:00:00
IS,1799,10,2020-05-04T00:00:00
HR,2096,79,2020-05-04T00:00:00
GR,2626,144,2020-05-04T00:00:00
HU,3035,351,2020-05-04T00:00:00
LU,3824,96,2020-05-04T00:00:00
FI,5254,230,2020-05-04T00:00:00
CZ,7781,248,2020-05-04T00:00:00
NO,7809,208,2020-05-04T00:00:00
DK,9523,484,2020-05-04T00:00:00
RO,13163,780,2020-05-04T00:00:00
PL,13693,678,2020-05-04T00:00:00
AT,15597,598,2020-05-04T00:00:00
IE,21506,1303,2020-05-04T00:00:00
SE,22317,2679,2020-05-04T00:00:00
PT,25282,1043,2020-05-04T00:00:00
NL,40571,5056,2020-05-04T00:00:00
BE,49906,7844,2020-05-04T00:00:00
FR,131287,24895,2020-05-04T00:00:00
DE,163175,6692,2020-05-04T00:00:00
GB,186599,28446,2020-05-04T00:00:00
IT,210717,28884,2020-05-04T00:00:00
ES,217466,25264,2020-05-04T00:00:00
Total,1164912,136347,2020-05-04T00:00:00
