country,cases,deaths,datetime
LI,3436,60,2021-09-23T00:00:00
IS,11558,33,2021-09-23T00:00:00
MT,37036,456,2021-09-23T00:00:00
LU,77552,835,2021-09-23T00:00:00
CY,119336,548,2021-09-23T00:00:00
FI,137594,1062,2021-09-23T00:00:00
EE,151881,1335,2021-09-23T00:00:00
LV,151917,2665,2021-09-23T00:00:00
NO,183808,850,2021-09-23T00:00:00
SI,287278,4827,2021-09-23T00:00:00
LT,321243,4866,2021-09-23T00:00:00
DK,355603,2634,2021-09-23T00:00:00
IE,379366,5209,2021-09-23T00:00:00
HR,395097,8539,2021-09-23T00:00:00
BG,487588,20251,2021-09-23T00:00:00
GR,638921,14575,2021-09-23T00:00:00
AT,725163,10707,2021-09-23T00:00:00
SK,791046,12573,2021-09-23T00:00:00
HU,819547,30145,2021-09-23T00:00:00
PT,1063991,17933,2021-09-23T00:00:00
SE,1147879,14809,2021-09-23T00:00:00
RO,1165886,35851,2021-09-23T00:00:00
BE,1229141,25533,2021-09-23T00:00:00
CZ,1687973,30448,2021-09-23T00:00:00
NL,1989805,18132,2021-09-23T00:00:00
PL,2899888,75523,2021-09-23T00:00:00
DE,4171666,93238,2021-09-23T00:00:00
IT,4645853,130488,2021-09-23T00:00:00
ES,4940824,86085,2021-09-23T00:00:00
FR,6971493,116309,2021-09-23T00:00:00
