country,cases,deaths,datetime
LI,15497,83,2022-03-23T00:00:00
MT,75099,624,2022-03-23T00:00:00
IS,175329,93,2022-03-23T00:00:00
LU,202577,1019,2022-03-23T00:00:00
CY,382642,915,2022-03-23T00:00:00
EE,545057,2399,2022-03-23T00:00:00
LV,777201,5510,2022-03-23T00:00:00
FI,812224,2881,2022-03-23T00:00:00
SI,942954,6451,2022-03-23T00:00:00
LT,997691,8751,2022-03-23T00:00:00
HR,1085558,15463,2022-03-23T00:00:00
BG,1128089,36350,2022-03-23T00:00:00
NO,1383224,2339,2022-03-23T00:00:00
IE,1397885,6680,2022-03-23T00:00:00
HU,1831423,45143,2022-03-23T00:00:00
SK,2364514,19161,2022-03-23T00:00:00
SE,2475687,18020,2022-03-23T00:00:00
RO,2823415,64749,2022-03-23T00:00:00
GR,2838891,26610,2022-03-23T00:00:00
DK,2916701,4925,2022-03-23T00:00:00
PT,3402637,21310,2022-03-23T00:00:00
AT,3574555,14824,2022-03-23T00:00:00
BE,3741614,30605,2022-03-23T00:00:00
CZ,3761164,39441,2022-03-23T00:00:00
PL,5826819,114355,2022-03-23T00:00:00
NL,7583852,21820,2022-03-23T00:00:00
ES,11411041,101878,2022-03-23T00:00:00
IT,13992092,158101,2022-03-23T00:00:00
DE,19276683,127518,2022-03-23T00:00:00
FR,24342116,141218,2022-03-23T00:00:00
