country,cases,deaths,datetime
LI,17428,84,2022-05-26T00:00:00
MT,94264,719,2022-05-26T00:00:00
IS,187664,153,2022-05-26T00:00:00
LU,247022,1077,2022-05-26T00:00:00
CY,488189,1057,2022-05-26T00:00:00
EE,576317,2561,2022-05-26T00:00:00
LV,827699,5818,2022-05-26T00:00:00
SI,1023588,6631,2022-05-26T00:00:00
LT,1061928,9136,2022-05-26T00:00:00
FI,1081225,4406,2022-05-26T00:00:00
HR,1134232,15966,2022-05-26T00:00:00
BG,1163806,37102,2022-05-26T00:00:00
NO,1431696,3094,2022-05-26T00:00:00
IE,1551835,7244,2022-05-26T00:00:00
HU,1917777,46507,2022-05-26T00:00:00
SE,2506607,18908,2022-05-26T00:00:00
SK,2541310,20088,2022-05-26T00:00:00
RO,2907210,65664,2022-05-26T00:00:00
DK,3032679,5800,2022-05-26T00:00:00
GR,3427857,29198,2022-05-26T00:00:00
CZ,3918737,40277,2022-05-26T00:00:00
BE,4143408,31710,2022-05-26T00:00:00
AT,4276334,19876,2022-05-26T00:00:00
PT,4543786,22926,2022-05-26T00:00:00
PL,5917867,116290,2022-05-26T00:00:00
NL,8078973,22309,2022-05-26T00:00:00
ES,12213160,105151,2022-05-26T00:00:00
IT,17288287,166127,2022-05-26T00:00:00
DE,26158130,138628,2022-05-26T00:00:00
FR,29391262,148005,2022-05-26T00:00:00
