country,cases,deaths,datetime
LI,3703,61,2021-11-09T00:00:00
IS,14571,34,2021-11-09T00:00:00
MT,37933,462,2021-11-09T00:00:00
LU,83294,851,2021-11-09T00:00:00
CY,126231,576,2021-11-09T00:00:00
FI,164492,1200,2021-11-09T00:00:00
EE,206972,1623,2021-11-09T00:00:00
NO,216849,922,2021-11-09T00:00:00
LV,232247,3515,2021-11-09T00:00:00
SI,360614,5140,2021-11-09T00:00:00
DK,404855,2740,2021-11-09T00:00:00
LT,430855,6175,2021-11-09T00:00:00
IE,472547,5492,2021-11-09T00:00:00
HR,502569,9546,2021-11-09T00:00:00
BG,638048,25408,2021-11-09T00:00:00
GR,792239,16361,2021-11-09T00:00:00
AT,889379,11213,2021-11-09T00:00:00
HU,914586,31521,2021-11-09T00:00:00
SK,950468,13269,2021-11-09T00:00:00
PT,1098125,18209,2021-11-09T00:00:00
SE,1177094,15057,2021-11-09T00:00:00
BE,1438735,26200,2021-11-09T00:00:00
RO,1711137,50996,2021-11-09T00:00:00
CZ,1828440,31173,2021-11-09T00:00:00
NL,2212814,18583,2021-11-09T00:00:00
PL,3111534,77760,2021-11-09T00:00:00
DE,4804378,96727,2021-11-09T00:00:00
IT,4812594,132423,2021-11-09T00:00:00
ES,5032056,87558,2021-11-09T00:00:00
FR,7219681,117965,2021-11-09T00:00:00
