country,cases,deaths,datetime
LI,83,1,2020-06-10T00:00:00
MT,634,9,2020-06-10T00:00:00
CY,972,18,2020-06-10T00:00:00
LV,1089,26,2020-06-10T00:00:00
SI,1486,108,2020-06-10T00:00:00
SK,1531,28,2020-06-10T00:00:00
LT,1727,72,2020-06-10T00:00:00
IS,1807,10,2020-06-10T00:00:00
EE,1947,69,2020-06-10T00:00:00
HR,2247,106,2020-06-10T00:00:00
BG,2889,167,2020-06-10T00:00:00
GR,3058,183,2020-06-10T00:00:00
HU,4017,550,2020-06-10T00:00:00
LU,4046,110,2020-06-10T00:00:00
FI,7025,324,2020-06-10T00:00:00
NO,8563,239,2020-06-10T00:00:00
CZ,9751,328,2020-06-10T00:00:00
DK,12001,593,2020-06-10T00:00:00
AT,16902,672,2020-06-10T00:00:00
RO,20749,1345,2020-06-10T00:00:00
IE,25215,1691,2020-06-10T00:00:00
PL,27560,1183,2020-06-10T00:00:00
PT,35306,1492,2020-06-10T00:00:00
SE,45924,4717,2020-06-10T00:00:00
NL,47903,6031,2020-06-10T00:00:00
BE,59437,9619,2020-06-10T00:00:00
FR,154591,29296,2020-06-10T00:00:00
DE,184861,8729,2020-06-10T00:00:00
IT,235561,34043,2020-06-10T00:00:00
ES,241966,27136,2020-06-10T00:00:00
GB,289140,40883,2020-06-10T00:00:00
Total,1449988,169778,2020-06-10T00:00:00
