country,cases,deaths,datetime
HU,114778,2493,2020-11-09T00:00:00
GB,1192013,49044,2020-11-09T00:00:00
ES,1328832,38833,2020-11-09T00:00:00
SE,146461,6022,2020-11-09T00:00:00
AT,152508,1335,2020-11-09T00:00:00
FI,17797,362,2020-11-09T00:00:00
FR,1787324,40439,2020-11-09T00:00:00
PT,179324,2896,2020-11-09T00:00:00
LU,22481,185,2020-11-09T00:00:00
NO,23225,285,2020-11-09T00:00:00
LT,24699,207,2020-11-09T00:00:00
RO,303751,7879,2020-11-09T00:00:00
NL,409573,7994,2020-11-09T00:00:00
CZ,414828,4858,2020-11-09T00:00:00
SI,45161,382,2020-11-09T00:00:00
BE,500694,13055,2020-11-09T00:00:00
IS,5078,20,2020-11-09T00:00:00
PL,546425,7872,2020-11-09T00:00:00
DK,55121,743,2020-11-09T00:00:00
GR,56698,784,2020-11-09T00:00:00
CY,5987,28,2020-11-09T00:00:00
EE,6125,75,2020-11-09T00:00:00
IE,65394,1947,2020-11-09T00:00:00
DE,671868,11352,2020-11-09T00:00:00
HR,67247,794,2020-11-09T00:00:00
MT,7039,74,2020-11-09T00:00:00
BG,75160,1665,2020-11-09T00:00:00
SK,75495,351,2020-11-09T00:00:00
LI,788,3,2020-11-09T00:00:00
LV,8095,99,2020-11-09T00:00:00
Total,9245073,243470,2020-11-09T00:00:00
IT,935104,41394,2020-11-09T00:00:00
