country,cases,deaths,datetime
LI,17897,85,2022-06-29T00:00:00
MT,102023,740,2022-06-29T00:00:00
IS,193987,153,2022-06-29T00:00:00
LU,262023,1093,2022-06-29T00:00:00
CY,504717,1072,2022-06-29T00:00:00
EE,580336,2591,2022-06-29T00:00:00
LV,834535,5858,2022-06-29T00:00:00
SI,1036653,6651,2022-06-29T00:00:00
FI,1133597,4832,2022-06-29T00:00:00
HR,1146183,16059,2022-06-29T00:00:00
LT,1160680,9173,2022-06-29T00:00:00
BG,1171235,37240,2022-06-29T00:00:00
NO,1445035,3337,2022-06-29T00:00:00
IE,1587385,7469,2022-06-29T00:00:00
HU,1928125,46647,2022-06-29T00:00:00
SE,2515769,19060,2022-06-29T00:00:00
SK,2549434,20144,2022-06-29T00:00:00
RO,2912705,65714,2022-06-29T00:00:00
DK,3065609,6469,2022-06-29T00:00:00
GR,3644889,29626,2022-06-29T00:00:00
CZ,3931585,40316,2022-06-29T00:00:00
BE,4225222,31903,2022-06-29T00:00:00
AT,4447278,20037,2022-06-29T00:00:00
PT,5138277,24080,2022-06-29T00:00:00
PL,5924616,116420,2022-06-29T00:00:00
NL,8171396,22362,2022-06-29T00:00:00
ES,12767964,108128,2022-06-29T00:00:00
IT,18343422,168234,2022-06-29T00:00:00
DE,28047698,141020,2022-06-29T00:00:00
FR,30831684,149443,2022-06-29T00:00:00
