country,cases,deaths,datetime
LI,83,1,2020-05-29T00:00:00
MT,616,7,2020-05-29T00:00:00
CY,941,17,2020-05-29T00:00:00
LV,1061,24,2020-05-29T00:00:00
SI,1473,108,2020-05-29T00:00:00
SK,1520,28,2020-05-29T00:00:00
LT,1656,68,2020-05-29T00:00:00
IS,1805,10,2020-05-29T00:00:00
EE,1851,66,2020-05-29T00:00:00
HR,2245,102,2020-05-29T00:00:00
BG,2485,136,2020-05-29T00:00:00
GR,2906,175,2020-05-29T00:00:00
HU,3841,517,2020-05-29T00:00:00
LU,4008,110,2020-05-29T00:00:00
FI,6743,313,2020-05-29T00:00:00
NO,8401,236,2020-05-29T00:00:00
CZ,9140,319,2020-05-29T00:00:00
DK,11512,568,2020-05-29T00:00:00
AT,16543,668,2020-05-29T00:00:00
RO,18791,1229,2020-05-29T00:00:00
PL,22825,1038,2020-05-29T00:00:00
IE,24841,1639,2020-05-29T00:00:00
PT,31596,1369,2020-05-29T00:00:00
SE,35727,4266,2020-05-29T00:00:00
NL,45950,5903,2020-05-29T00:00:00
BE,57849,9388,2020-05-29T00:00:00
FR,149071,28662,2020-05-29T00:00:00
DE,180458,8450,2020-05-29T00:00:00
IT,231732,33142,2020-05-29T00:00:00
ES,237906,27119,2020-05-29T00:00:00
GB,269127,37837,2020-05-29T00:00:00
Total,1384703,163515,2020-05-29T00:00:00
