country,cases,deaths,datetime
LI,83,1,2020-06-24T00:00:00
MT,665,9,2020-06-24T00:00:00
CY,990,19,2020-06-24T00:00:00
LV,1111,30,2020-06-24T00:00:00
SI,1534,111,2020-06-24T00:00:00
SK,1589,28,2020-06-24T00:00:00
LT,1803,77,2020-06-24T00:00:00
IS,1824,10,2020-06-24T00:00:00
EE,1982,69,2020-06-24T00:00:00
HR,2366,107,2020-06-24T00:00:00
GR,3302,190,2020-06-24T00:00:00
HU,4107,573,2020-06-24T00:00:00
BG,4114,208,2020-06-24T00:00:00
LU,4133,110,2020-06-24T00:00:00
FI,7155,327,2020-06-24T00:00:00
NO,8751,248,2020-06-24T00:00:00
CZ,10650,339,2020-06-24T00:00:00
DK,12561,603,2020-06-24T00:00:00
AT,17351,693,2020-06-24T00:00:00
RO,24505,1539,2020-06-24T00:00:00
IE,25391,1720,2020-06-24T00:00:00
PL,32527,1375,2020-06-24T00:00:00
PT,39737,1540,2020-06-24T00:00:00
NL,49722,6095,2020-06-24T00:00:00
BE,60810,9713,2020-06-24T00:00:00
SE,60837,5161,2020-06-24T00:00:00
FR,161267,29720,2020-06-24T00:00:00
DE,191449,8914,2020-06-24T00:00:00
IT,238833,34675,2020-06-24T00:00:00
ES,246752,28325,2020-06-24T00:00:00
GB,306210,42927,2020-06-24T00:00:00
Total,1524111,175456,2020-06-24T00:00:00
