country,cases,deaths,datetime
LI,19988,86,2022-10-06T00:00:00
MT,114805,806,2022-10-06T00:00:00
IS,205823,213,2022-10-06T00:00:00
LU,294002,1133,2022-10-06T00:00:00
CY,587994,1182,2022-10-06T00:00:00
EE,602978,2692,2022-10-06T00:00:00
LV,936008,6009,2022-10-06T00:00:00
SI,1194561,6829,2022-10-06T00:00:00
HR,1236319,16942,2022-10-06T00:00:00
LT,1255181,9336,2022-10-06T00:00:00
BG,1262945,37721,2022-10-06T00:00:00
FI,1297708,6025,2022-10-06T00:00:00
NO,1462732,4121,2022-10-06T00:00:00
IE,1666048,7959,2022-10-06T00:00:00
HU,2107907,47576,2022-10-06T00:00:00
SK,2527127,20467,2022-10-06T00:00:00
SE,2588441,20194,2022-10-06T00:00:00
DK,3198232,7100,2022-10-06T00:00:00
RO,3235991,67080,2022-10-06T00:00:00
CZ,4120655,41185,2022-10-06T00:00:00
BE,4553333,32690,2022-10-06T00:00:00
GR,4975067,33200,2022-10-06T00:00:00
AT,5210285,20794,2022-10-06T00:00:00
PT,5500714,25049,2022-10-06T00:00:00
PL,6164250,117660,2022-10-06T00:00:00
NL,8441351,22663,2022-10-06T00:00:00
ES,13507906,113782,2022-10-06T00:00:00
IT,22692912,177356,2022-10-06T00:00:00
DE,33651839,150286,2022-10-06T00:00:00
FR,35645598,155319,2022-10-06T00:00:00
