country,cases,deaths,datetime
LI,5672,68,2021-12-20T00:00:00
IS,20232,36,2021-12-20T00:00:00
MT,41850,471,2021-12-20T00:00:00
LU,96108,898,2021-12-20T00:00:00
CY,145161,620,2021-12-20T00:00:00
FI,213318,1454,2021-12-20T00:00:00
EE,232506,1884,2021-12-20T00:00:00
LV,267139,4444,2021-12-20T00:00:00
NO,339006,1204,2021-12-20T00:00:00
SI,449149,5939,2021-12-20T00:00:00
LT,502969,7143,2021-12-20T00:00:00
DK,617274,3076,2021-12-20T00:00:00
IE,656600,5835,2021-12-20T00:00:00
HR,675363,11981,2021-12-20T00:00:00
BG,724793,30082,2021-12-20T00:00:00
GR,1034070,19891,2021-12-20T00:00:00
PT,1225102,18778,2021-12-20T00:00:00
HU,1228400,37896,2021-12-20T00:00:00
AT,1245943,13068,2021-12-20T00:00:00
SE,1250885,15231,2021-12-20T00:00:00
SK,1315098,15843,2021-12-20T00:00:00
RO,1798205,58196,2021-12-20T00:00:00
BE,1999669,27895,2021-12-20T00:00:00
CZ,2406989,35288,2021-12-20T00:00:00
NL,2980003,20468,2021-12-20T00:00:00
PL,3958840,91485,2021-12-20T00:00:00
IT,5389155,135641,2021-12-20T00:00:00
ES,5455527,88708,2021-12-20T00:00:00
DE,6809622,108352,2021-12-20T00:00:00
FR,8625849,121493,2021-12-20T00:00:00
