country,cases,deaths,datetime
LI,3054,59,2021-07-09T00:00:00
IS,6675,30,2021-07-09T00:00:00
MT,30755,420,2021-07-09T00:00:00
LU,71879,819,2021-07-09T00:00:00
CY,81581,380,2021-07-09T00:00:00
FI,97349,976,2021-07-09T00:00:00
EE,131396,1270,2021-07-09T00:00:00
NO,132572,796,2021-07-09T00:00:00
LV,137797,2535,2021-07-09T00:00:00
SI,257703,4753,2021-07-09T00:00:00
IE,276104,5006,2021-07-09T00:00:00
LT,279024,4396,2021-07-09T00:00:00
DK,297543,2538,2021-07-09T00:00:00
HR,360593,8226,2021-07-09T00:00:00
BG,422353,18134,2021-07-09T00:00:00
GR,433021,12773,2021-07-09T00:00:00
AT,646994,10510,2021-07-09T00:00:00
SK,778600,12516,2021-07-09T00:00:00
HU,808437,30004,2021-07-09T00:00:00
PT,899295,17135,2021-07-09T00:00:00
RO,1081120,34168,2021-07-09T00:00:00
SE,1092308,14642,2021-07-09T00:00:00
BE,1092383,25196,2021-07-09T00:00:00
CZ,1668891,30331,2021-07-09T00:00:00
NL,1699716,17740,2021-07-09T00:00:00
PL,2880596,75135,2021-07-09T00:00:00
DE,3734468,91190,2021-07-09T00:00:00
ES,3915313,80997,2021-07-09T00:00:00
IT,4267105,127731,2021-07-09T00:00:00
FR,5799107,111313,2021-07-09T00:00:00
