country,cases,deaths,datetime
LI,3045,59,2021-07-05T00:00:00
IS,6654,30,2021-07-05T00:00:00
MT,30652,420,2021-07-05T00:00:00
LU,71031,818,2021-07-05T00:00:00
CY,78022,379,2021-07-05T00:00:00
FI,96463,974,2021-07-05T00:00:00
EE,131207,1270,2021-07-05T00:00:00
NO,131508,794,2021-07-05T00:00:00
LV,137631,2528,2021-07-05T00:00:00
SI,257429,4752,2021-07-05T00:00:00
IE,274306,5000,2021-07-05T00:00:00
LT,278906,4391,2021-07-05T00:00:00
DK,295317,2537,2021-07-05T00:00:00
HR,360237,8218,2021-07-05T00:00:00
BG,422053,18084,2021-07-05T00:00:00
GR,425964,12737,2021-07-05T00:00:00
AT,646618,10492,2021-07-05T00:00:00
SK,778552,12513,2021-07-05T00:00:00
HU,808262,29996,2021-07-05T00:00:00
PT,889088,17112,2021-07-05T00:00:00
RO,1080951,33928,2021-07-05T00:00:00
BE,1086414,25185,2021-07-05T00:00:00
SE,1090880,14631,2021-07-05T00:00:00
CZ,1667935,30310,2021-07-05T00:00:00
NL,1686931,17734,2021-07-05T00:00:00
PL,2880270,75084,2021-07-05T00:00:00
DE,3731124,91031,2021-07-05T00:00:00
ES,3833868,80911,2021-07-05T00:00:00
IT,4263317,127649,2021-07-05T00:00:00
FR,5786203,111190,2021-07-05T00:00:00
