country,cases,deaths,datetime
PT,103736,2213,2020-10-21T00:00:00
SE,106380,5922,2020-10-21T00:00:00
LU,11241,136,2020-10-21T00:00:00
FI,13849,351,2020-10-21T00:00:00
SI,14479,166,2020-10-21T00:00:00
NO,16603,278,2020-10-21T00:00:00
RO,186254,5996,2020-10-21T00:00:00
PL,192539,3721,2020-10-21T00:00:00
CZ,193946,1619,2020-10-21T00:00:00
BE,240066,10489,2020-10-21T00:00:00
NL,244103,6804,2020-10-21T00:00:00
LI,249,1,2020-10-21T00:00:00
GR,26469,528,2020-10-21T00:00:00
HR,26863,382,2020-10-21T00:00:00
CY,2839,25,2020-10-21T00:00:00
SK,31400,98,2020-10-21T00:00:00
BG,31863,1019,2020-10-21T00:00:00
LV,3609,46,2020-10-21T00:00:00
DK,36373,688,2020-10-21T00:00:00
DE,380762,9875,2020-10-21T00:00:00
EE,4127,71,2020-10-21T00:00:00
IS,4193,11,2020-10-21T00:00:00
IT,434449,36705,2020-10-21T00:00:00
MT,4871,46,2020-10-21T00:00:00
HU,50180,1259,2020-10-21T00:00:00
Total,5171961,203423,2020-10-21T00:00:00
IE,52256,1865,2020-10-21T00:00:00
AT,68414,927,2020-10-21T00:00:00
GB,762542,43967,2020-10-21T00:00:00
LT,8239,120,2020-10-21T00:00:00
FR,930745,33885,2020-10-21T00:00:00
ES,988322,34210,2020-10-21T00:00:00
