country,cases,deaths,datetime
LI,83,1,2020-06-15T00:00:00
MT,646,9,2020-06-15T00:00:00
CY,983,18,2020-06-15T00:00:00
LV,1097,28,2020-06-15T00:00:00
SI,1495,109,2020-06-15T00:00:00
SK,1548,28,2020-06-15T00:00:00
LT,1768,75,2020-06-15T00:00:00
IS,1810,10,2020-06-15T00:00:00
EE,1973,69,2020-06-15T00:00:00
HR,2252,107,2020-06-15T00:00:00
GR,3121,183,2020-06-15T00:00:00
BG,3290,174,2020-06-15T00:00:00
LU,4070,110,2020-06-15T00:00:00
HU,4076,563,2020-06-15T00:00:00
FI,7104,326,2020-06-15T00:00:00
NO,8606,242,2020-06-15T00:00:00
CZ,10024,329,2020-06-15T00:00:00
DK,12193,597,2020-06-15T00:00:00
AT,17038,677,2020-06-15T00:00:00
RO,21999,1410,2020-06-15T00:00:00
IE,25303,1706,2020-06-15T00:00:00
PL,29392,1247,2020-06-15T00:00:00
PT,36690,1517,2020-06-15T00:00:00
NL,48783,6059,2020-06-15T00:00:00
SE,51614,4874,2020-06-15T00:00:00
BE,60029,9655,2020-06-15T00:00:00
FR,157220,29407,2020-06-15T00:00:00
DE,186461,8791,2020-06-15T00:00:00
IT,236989,34345,2020-06-15T00:00:00
ES,243928,27136,2020-06-15T00:00:00
GB,295889,41698,2020-06-15T00:00:00
Total,1477474,171500,2020-06-15T00:00:00
