country,cases,deaths,datetime
LI,78,1,2020-04-08T00:00:00
MT,293,0,2020-04-08T00:00:00
CY,494,14,2020-04-08T00:00:00
LV,548,2,2020-04-08T00:00:00
BG,577,23,2020-04-08T00:00:00
SK,581,2,2020-04-08T00:00:00
LT,880,15,2020-04-08T00:00:00
HU,895,58,2020-04-08T00:00:00
SI,1055,36,2020-04-08T00:00:00
EE,1149,21,2020-04-08T00:00:00
HR,1282,18,2020-04-08T00:00:00
IS,1586,6,2020-04-08T00:00:00
GR,1832,81,2020-04-08T00:00:00
FI,2308,34,2020-04-08T00:00:00
LU,2970,44,2020-04-08T00:00:00
RO,4417,182,2020-04-08T00:00:00
PL,4848,129,2020-04-08T00:00:00
CZ,5017,88,2020-04-08T00:00:00
DK,5071,203,2020-04-08T00:00:00
IE,5709,210,2020-04-08T00:00:00
NO,5863,69,2020-04-08T00:00:00
SE,7693,591,2020-04-08T00:00:00
PT,12442,345,2020-04-08T00:00:00
AT,12640,243,2020-04-08T00:00:00
NL,19580,2101,2020-04-08T00:00:00
BE,22194,2035,2020-04-08T00:00:00
GB,55242,6159,2020-04-08T00:00:00
FR,78167,10328,2020-04-08T00:00:00
DE,103228,1861,2020-04-08T00:00:00
IT,135586,17129,2020-04-08T00:00:00
ES,140510,13798,2020-04-08T00:00:00
Total,634735,55826,2020-04-08T00:00:00
