country,cases,deaths,datetime
LI,83,1,2020-06-06T00:00:00
MT,622,9,2020-06-06T00:00:00
CY,960,17,2020-06-06T00:00:00
LV,1082,25,2020-06-06T00:00:00
SI,1489,108,2020-06-06T00:00:00
SK,1526,28,2020-06-06T00:00:00
LT,1694,71,2020-06-06T00:00:00
IS,1806,10,2020-06-06T00:00:00
EE,1910,69,2020-06-06T00:00:00
HR,2247,103,2020-06-06T00:00:00
BG,2668,160,2020-06-06T00:00:00
GR,2937,179,2020-06-06T00:00:00
HU,3970,542,2020-06-06T00:00:00
LU,4032,110,2020-06-06T00:00:00
FI,6941,322,2020-06-06T00:00:00
NO,8504,238,2020-06-06T00:00:00
CZ,9529,327,2020-06-06T00:00:00
DK,11875,586,2020-06-06T00:00:00
AT,16803,672,2020-06-06T00:00:00
RO,20103,1308,2020-06-06T00:00:00
IE,25163,1670,2020-06-06T00:00:00
PL,25419,1137,2020-06-06T00:00:00
PT,33969,1465,2020-06-06T00:00:00
SE,42939,4639,2020-06-06T00:00:00
NL,47152,6005,2020-06-06T00:00:00
BE,58907,9566,2020-06-06T00:00:00
FR,153055,29111,2020-06-06T00:00:00
DE,183678,8646,2020-06-06T00:00:00
IT,234531,33774,2020-06-06T00:00:00
ES,240978,27134,2020-06-06T00:00:00
GB,283311,40261,2020-06-06T00:00:00
Total,1429883,168293,2020-06-06T00:00:00
