country,cases,deaths,datetime
LI,3447,60,2021-09-30T00:00:00
IS,11781,33,2021-09-30T00:00:00
MT,37127,457,2021-09-30T00:00:00
LU,78130,835,2021-09-30T00:00:00
CY,120143,552,2021-09-30T00:00:00
FI,140889,1072,2021-09-30T00:00:00
EE,156257,1357,2021-09-30T00:00:00
LV,157083,2706,2021-09-30T00:00:00
NO,188293,861,2021-09-30T00:00:00
SI,293364,4876,2021-09-30T00:00:00
LT,331683,4993,2021-09-30T00:00:00
DK,358369,2654,2021-09-30T00:00:00
IE,388665,5249,2021-09-30T00:00:00
HR,403080,8628,2021-09-30T00:00:00
BG,500112,20812,2021-09-30T00:00:00
GR,653535,14795,2021-09-30T00:00:00
AT,737400,10762,2021-09-30T00:00:00
SK,798921,12596,2021-09-30T00:00:00
HU,822705,30190,2021-09-30T00:00:00
PT,1068530,17968,2021-09-30T00:00:00
SE,1152027,14856,2021-09-30T00:00:00
RO,1221636,36865,2021-09-30T00:00:00
BE,1242726,25595,2021-09-30T00:00:00
CZ,1691489,30459,2021-09-30T00:00:00
NL,2001347,18168,2021-09-30T00:00:00
PL,2905866,75623,2021-09-30T00:00:00
DE,4227501,93638,2021-09-30T00:00:00
IT,4668261,130870,2021-09-30T00:00:00
ES,4956691,86397,2021-09-30T00:00:00
FR,7008228,116657,2021-09-30T00:00:00
